구분,대여소명,,대여일자,대여건수,반납건수,합계,위도,경도
종로구,364, 창신역 1번출구 앞,201909,819,773,1592,37.579334,127.015083
종로구,364, 창신역 1번출구 앞,201910,842,816,1658,37.579334,127.015083
종로구,364, 창신역 1번출구 앞,201911,671,603,1274,37.579334,127.015083
종로구,364, 창신역 1번출구 앞,201912,566,400,966,37.579334,127.015083
종로구,364, 창신역 1번출구 앞,202001,481,345,826,37.579334,127.015083
종로구,364, 창신역 1번출구 앞,202002,488,346,834,37.579334,127.015083
종로구,364, 창신역 1번출구 앞,202003,565,525,1090,37.579334,127.015083
종로구,364, 창신역 1번출구 앞,202004,780,750,1530,37.579334,127.015083
종로구,364, 창신역 1번출구 앞,202005,871,833,1704,37.579334,127.015083
종로구,364, 창신역 1번출구 앞,202006,742,680,1422,37.579334,127.015083
종로구,367, 독립문역 3-1번출구,201901,185,176,361,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,201902,277,266,543,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,201903,498,457,955,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,201904,684,711,1395,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,201905,920,923,1843,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,201906,963,1005,1968,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,201907,1011,1032,2043,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,201908,863,844,1707,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,201909,747,770,1517,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,201910,1028,1076,2104,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,201911,810,858,1668,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,201912,494,457,951,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,202001,495,490,985,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,202002,423,408,831,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,202003,780,753,1533,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,202004,1379,1123,2502,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,202005,1516,1213,2729,37.573849,126.958694
종로구,367, 독립문역 3-1번출구,202006,1598,1326,2924,37.573849,126.958694
종로구,368, SK 서린빌딩 앞,201901,430,425,855,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,201902,343,337,680,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,201903,525,577,1102,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,201904,974,1032,2006,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,201905,1180,1268,2448,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,201906,1140,1170,2310,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,201907,1076,1098,2174,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,201908,974,995,1969,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,201909,1178,1243,2421,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,201910,1371,1447,2818,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,201911,958,1027,1985,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,201912,535,586,1121,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,202001,466,517,983,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,202002,413,439,852,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,202003,800,789,1589,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,202004,970,976,1946,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,202005,1093,1128,2221,37.569248,126.980537
종로구,368, SK 서린빌딩 앞,202006,1146,1312,2458,37.569248,126.980537
종로구,369, 광화문 시민열린마당,201901,660,566,1226,37.575493,126.9785
종로구,369, 광화문 시민열린마당,201902,484,384,868,37.575493,126.9785
종로구,369, 광화문 시민열린마당,201903,898,758,1656,37.575493,126.9785
종로구,369, 광화문 시민열린마당,201904,1326,1204,2530,37.575493,126.9785
종로구,369, 광화문 시민열린마당,201905,1684,1444,3128,37.575493,126.9785
종로구,369, 광화문 시민열린마당,201906,1704,1322,3026,37.575493,126.9785
종로구,369, 광화문 시민열린마당,201907,1506,1210,2716,37.575493,126.9785
종로구,369, 광화문 시민열린마당,201908,1474,1139,2613,37.575493,126.9785
종로구,369, 광화문 시민열린마당,201909,1616,1235,2851,37.575493,126.9785
종로구,369, 광화문 시민열린마당,201910,1958,1528,3486,37.575493,126.9785
종로구,369, 광화문 시민열린마당,201911,1437,1079,2516,37.575493,126.9785
종로구,369, 광화문 시민열린마당,201912,750,583,1333,37.575493,126.9785
종로구,369, 광화문 시민열린마당,202001,688,526,1214,37.575493,126.9785
종로구,369, 광화문 시민열린마당,202002,560,452,1012,37.575493,126.9785
종로구,369, 광화문 시민열린마당,202003,869,685,1554,37.575493,126.9785
종로구,369, 광화문 시민열린마당,202004,1367,1023,2390,37.575493,126.9785
종로구,369, 광화문 시민열린마당,202005,1560,1008,2568,37.575493,126.9785
종로구,369, 광화문 시민열린마당,202006,1757,1119,2876,37.575493,126.9785
중구,370, 시청역(2호선) 9번출구 뒤,201901,429,409,838,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,201902,364,355,719,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,201903,670,614,1284,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,201904,789,791,1580,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,201905,54,44,98,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,201906,1129,989,2118,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,201907,1405,1099,2504,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,201908,1344,1055,2399,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,201909,1372,1068,2440,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,201910,1783,1443,3226,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,201911,1185,1037,2222,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,201912,705,663,1368,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,202001,693,633,1326,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,202002,656,611,1267,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,202003,1091,1036,2127,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,202004,1477,1374,2851,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,202005,1496,1269,2765,37.563229,126.974838
중구,370, 시청역(2호선) 9번출구 뒤,202006,1669,1465,3134,37.563229,126.974838
중구,371, 동대입구역 6번출구 뒤,201901,216,201,417,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,201902,180,200,380,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,201903,418,469,887,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,201904,680,684,1364,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,201905,1008,978,1986,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,201906,877,862,1739,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,201907,796,768,1564,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,201908,756,745,1501,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,201909,865,855,1720,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,201910,1163,1161,2324,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,201911,659,656,1315,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,201912,330,327,657,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,202001,258,302,560,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,202002,280,282,562,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,202003,587,592,1179,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,202004,846,831,1677,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,202005,878,870,1748,37.558872,127.005539
중구,371, 동대입구역 6번출구 뒤,202006,750,739,1489,37.558872,127.005539
중구,372, 약수역 3번출구 뒤,201901,237,226,463,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,201902,237,221,458,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,201903,369,388,757,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,201904,584,557,1141,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,201905,1106,1071,2177,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,201906,1128,1098,2226,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,201907,1037,1025,2062,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,201908,988,942,1930,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,201909,980,962,1942,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,201910,1104,1092,2196,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,201911,705,693,1398,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,201912,443,477,920,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,202001,387,380,767,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,202002,359,367,726,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,202003,787,786,1573,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,202004,1072,1065,2137,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,202005,1179,1167,2346,37.554295,127.0112
중구,372, 약수역 3번출구 뒤,202006,1192,1200,2392,37.554295,127.0112
중구,373, 청구 어린이공원,201901,44,36,80,37.555859,127.013855
중구,373, 청구 어린이공원,201902,48,31,79,37.555859,127.013855
중구,373, 청구 어린이공원,201903,91,72,163,37.555859,127.013855
중구,373, 청구 어린이공원,201904,139,114,253,37.555859,127.013855
중구,373, 청구 어린이공원,201905,179,141,320,37.555859,127.013855
중구,373, 청구 어린이공원,201906,190,120,310,37.555859,127.013855
중구,373, 청구 어린이공원,201907,150,134,284,37.555859,127.013855
중구,373, 청구 어린이공원,201908,159,116,275,37.555859,127.013855
중구,373, 청구 어린이공원,201909,169,120,289,37.555859,127.013855
중구,373, 청구 어린이공원,201910,214,217,431,37.555859,127.013855
중구,373, 청구 어린이공원,201911,120,103,223,37.555859,127.013855
중구,373, 청구 어린이공원,201912,96,84,180,37.555859,127.013855
중구,373, 청구 어린이공원,202001,79,65,144,37.555859,127.013855
중구,373, 청구 어린이공원,202002,57,56,113,37.555859,127.013855
중구,373, 청구 어린이공원,202003,108,101,209,37.555859,127.013855
중구,373, 청구 어린이공원,202004,175,141,316,37.555859,127.013855
중구,373, 청구 어린이공원,202005,177,159,336,37.555859,127.013855
중구,373, 청구 어린이공원,202006,177,172,349,37.555859,127.013855
중구,374, 청구역 2번출구 앞,201901,321,316,637,37.560474,127.014076
중구,374, 청구역 2번출구 앞,201902,272,267,539,37.560474,127.014076
중구,374, 청구역 2번출구 앞,201903,529,539,1068,37.560474,127.014076
중구,374, 청구역 2번출구 앞,201904,757,798,1555,37.560474,127.014076
중구,374, 청구역 2번출구 앞,201905,1290,1304,2594,37.560474,127.014076
중구,374, 청구역 2번출구 앞,201906,1291,1297,2588,37.560474,127.014076
중구,374, 청구역 2번출구 앞,201907,1336,1336,2672,37.560474,127.014076
중구,374, 청구역 2번출구 앞,201908,977,973,1950,37.560474,127.014076
중구,374, 청구역 2번출구 앞,201909,1136,1127,2263,37.560474,127.014076
중구,374, 청구역 2번출구 앞,201910,1197,1203,2400,37.560474,127.014076
중구,374, 청구역 2번출구 앞,201911,842,863,1705,37.560474,127.014076
중구,374, 청구역 2번출구 앞,201912,571,567,1138,37.560474,127.014076
중구,374, 청구역 2번출구 앞,202001,459,458,917,37.560474,127.014076
중구,374, 청구역 2번출구 앞,202002,496,493,989,37.560474,127.014076
중구,374, 청구역 2번출구 앞,202003,884,888,1772,37.560474,127.014076
중구,374, 청구역 2번출구 앞,202004,1325,1318,2643,37.560474,127.014076
중구,374, 청구역 2번출구 앞,202005,1227,1233,2460,37.560474,127.014076
중구,374, 청구역 2번출구 앞,202006,1291,1302,2593,37.560474,127.014076
중구,375, 다산 어린이공원,201901,358,401,759,37.563717,127.018425
중구,375, 다산 어린이공원,201902,287,395,682,37.563717,127.018425
중구,375, 다산 어린이공원,201903,571,609,1180,37.563717,127.018425
중구,375, 다산 어린이공원,201904,874,916,1790,37.563717,127.018425
중구,375, 다산 어린이공원,201905,1284,1319,2603,37.563717,127.018425
중구,375, 다산 어린이공원,201906,1380,1414,2794,37.563717,127.018425
중구,375, 다산 어린이공원,201907,1401,1434,2835,37.563717,127.018425
중구,375, 다산 어린이공원,201908,1215,1226,2441,37.563717,127.018425
중구,375, 다산 어린이공원,201909,1144,1123,2267,37.563717,127.018425
중구,375, 다산 어린이공원,201910,1494,1531,3025,37.563717,127.018425
중구,375, 다산 어린이공원,201911,1003,1046,2049,37.563717,127.018425
중구,375, 다산 어린이공원,201912,640,684,1324,37.563717,127.018425
중구,375, 다산 어린이공원,202001,520,542,1062,37.563717,127.018425
중구,375, 다산 어린이공원,202002,500,529,1029,37.563717,127.018425
중구,375, 다산 어린이공원,202003,934,921,1855,37.563717,127.018425
중구,375, 다산 어린이공원,202004,1305,1267,2572,37.563717,127.018425
중구,375, 다산 어린이공원,202005,1280,1280,2560,37.563717,127.018425
중구,375, 다산 어린이공원,202006,1513,1529,3042,37.563717,127.018425
중구,377, 서울역 5번출구 앞,201901,230,223,453,#N/A,#N/A
중구,377, 서울역 5번출구 앞,201902,188,225,413,#N/A,#N/A
중구,377, 서울역 5번출구 앞,201903,184,186,370,#N/A,#N/A
중구,378, 청계7가 사거리,201901,672,652,1324,37.569805,127.016953
중구,378, 청계7가 사거리,201902,510,465,975,37.569805,127.016953
중구,378, 청계7가 사거리,201903,941,933,1874,37.569805,127.016953
중구,378, 청계7가 사거리,201904,1219,1199,2418,37.569805,127.016953
중구,378, 청계7가 사거리,201905,1592,1591,3183,37.569805,127.016953
중구,378, 청계7가 사거리,201906,1567,1553,3120,37.569805,127.016953
중구,378, 청계7가 사거리,201907,1900,1844,3744,37.569805,127.016953
중구,378, 청계7가 사거리,201908,1488,1480,2968,37.569805,127.016953
중구,378, 청계7가 사거리,201909,1587,1544,3131,37.569805,127.016953
중구,378, 청계7가 사거리,201910,2017,2050,4067,37.569805,127.016953
중구,378, 청계7가 사거리,201911,1583,1571,3154,37.569805,127.016953
중구,378, 청계7가 사거리,201912,973,972,1945,37.569805,127.016953
중구,378, 청계7가 사거리,202001,658,695,1353,37.569805,127.016953
중구,378, 청계7가 사거리,202002,683,684,1367,37.569805,127.016953
중구,378, 청계7가 사거리,202003,1193,1159,2352,37.569805,127.016953
중구,378, 청계7가 사거리,202004,1392,1358,2750,37.569805,127.016953
중구,378, 청계7가 사거리,202005,1297,1276,2573,37.569805,127.016953
중구,378, 청계7가 사거리,202006,1600,1582,3182,37.569805,127.016953
중구,379, 서울역9번출구,201901,216,188,404,37.556,126.973358
중구,379, 서울역9번출구,201902,204,193,397,37.556,126.973358
중구,379, 서울역9번출구,201903,466,480,946,37.556,126.973358
중구,379, 서울역9번출구,201904,895,902,1797,37.556,126.973358
중구,379, 서울역9번출구,201905,1239,1238,2477,37.556,126.973358
중구,379, 서울역9번출구,201906,1180,1186,2366,37.556,126.973358
중구,379, 서울역9번출구,201907,1171,1178,2349,37.556,126.973358
중구,379, 서울역9번출구,201908,1012,1013,2025,37.556,126.973358
중구,379, 서울역9번출구,201909,1380,1377,2757,37.556,126.973358
중구,379, 서울역9번출구,201910,1749,1768,3517,37.556,126.973358
중구,379, 서울역9번출구,201911,1112,1149,2261,37.556,126.973358
중구,379, 서울역9번출구,201912,631,664,1295,37.556,126.973358
중구,379, 서울역9번출구,202001,569,617,1186,37.556,126.973358
중구,379, 서울역9번출구,202002,534,548,1082,37.556,126.973358
중구,379, 서울역9번출구,202003,994,1006,2000,37.556,126.973358
중구,379, 서울역9번출구,202004,1304,1306,2610,37.556,126.973358
중구,379, 서울역9번출구,202005,1149,1145,2294,37.556,126.973358
중구,379, 서울역9번출구,202006,1212,1207,2419,37.556,126.973358
중구,380, CJ제일제당 앞,201901,357,326,683,37.563866,127.002747
중구,380, CJ제일제당 앞,201902,288,230,518,37.563866,127.002747
중구,380, CJ제일제당 앞,201903,513,459,972,37.563866,127.002747
중구,380, CJ제일제당 앞,201904,792,727,1519,37.563866,127.002747
중구,380, CJ제일제당 앞,201905,1101,1058,2159,37.563866,127.002747
중구,380, CJ제일제당 앞,201906,1127,1060,2187,37.563866,127.002747
중구,380, CJ제일제당 앞,201907,1105,1007,2112,37.563866,127.002747
중구,380, CJ제일제당 앞,201908,962,874,1836,37.563866,127.002747
중구,380, CJ제일제당 앞,201909,935,917,1852,37.563866,127.002747
중구,380, CJ제일제당 앞,201910,1256,1175,2431,37.563866,127.002747
중구,380, CJ제일제당 앞,201911,837,837,1674,37.563866,127.002747
중구,380, CJ제일제당 앞,201912,571,544,1115,37.563866,127.002747
중구,380, CJ제일제당 앞,202001,463,440,903,37.563866,127.002747
중구,380, CJ제일제당 앞,202002,441,408,849,37.563866,127.002747
중구,380, CJ제일제당 앞,202003,630,571,1201,37.563866,127.002747
중구,380, CJ제일제당 앞,202004,932,885,1817,37.563866,127.002747
중구,380, CJ제일제당 앞,202005,868,846,1714,37.563866,127.002747
중구,380, CJ제일제당 앞,202006,1208,1165,2373,37.563866,127.002747
중구,381, 장충체육관,201901,88,42,130,37.558533,127.006989
중구,381, 장충체육관,201902,57,32,89,37.558533,127.006989
중구,381, 장충체육관,201903,115,81,196,37.558533,127.006989
중구,381, 장충체육관,201904,204,143,347,37.558533,127.006989
중구,381, 장충체육관,201905,244,151,395,37.558533,127.006989
중구,381, 장충체육관,201906,202,158,360,37.558533,127.006989
중구,381, 장충체육관,201907,213,113,326,37.558533,127.006989
중구,381, 장충체육관,201908,184,87,271,37.558533,127.006989
중구,381, 장충체육관,201909,206,101,307,37.558533,127.006989
중구,381, 장충체육관,201910,259,172,431,37.558533,127.006989
중구,381, 장충체육관,201911,180,107,287,37.558533,127.006989
중구,381, 장충체육관,201912,145,81,226,37.558533,127.006989
중구,381, 장충체육관,202001,115,87,202,37.558533,127.006989
중구,381, 장충체육관,202002,99,73,172,37.558533,127.006989
중구,381, 장충체육관,202003,152,110,262,37.558533,127.006989
중구,381, 장충체육관,202004,294,144,438,37.558533,127.006989
중구,381, 장충체육관,202005,171,133,304,37.558533,127.006989
중구,381, 장충체육관,202006,150,99,249,37.558533,127.006989
중구,382, 약수역 10번출구 앞,201901,222,262,484,37.555199,127.010048
중구,382, 약수역 10번출구 앞,201902,196,216,412,37.555199,127.010048
중구,382, 약수역 10번출구 앞,201903,368,385,753,37.555199,127.010048
중구,382, 약수역 10번출구 앞,201904,522,516,1038,37.555199,127.010048
중구,382, 약수역 10번출구 앞,201905,746,757,1503,37.555199,127.010048
중구,382, 약수역 10번출구 앞,201906,780,795,1575,37.555199,127.010048
중구,382, 약수역 10번출구 앞,201907,743,758,1501,37.555199,127.010048
중구,382, 약수역 10번출구 앞,201908,686,668,1354,37.555199,127.010048
중구,382, 약수역 10번출구 앞,201909,724,710,1434,37.555199,127.010048
중구,382, 약수역 10번출구 앞,201910,835,846,1681,37.555199,127.010048
중구,382, 약수역 10번출구 앞,201911,528,537,1065,37.555199,127.010048
중구,382, 약수역 10번출구 앞,201912,319,356,675,37.555199,127.010048
중구,382, 약수역 10번출구 앞,202001,253,336,589,37.555199,127.010048
중구,382, 약수역 10번출구 앞,202002,271,316,587,37.555199,127.010048
중구,382, 약수역 10번출구 앞,202003,487,487,974,37.555199,127.010048
중구,382, 약수역 10번출구 앞,202004,830,810,1640,37.555199,127.010048
중구,382, 약수역 10번출구 앞,202005,756,747,1503,37.555199,127.010048
중구,382, 약수역 10번출구 앞,202006,728,732,1460,37.555199,127.010048
중구,383, 신당역 12번 출구 뒤,201901,810,781,1591,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,201902,770,738,1508,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,201903,1369,1243,2612,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,201904,1772,1633,3405,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,201905,2741,2483,5224,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,201906,3043,2783,5826,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,201907,2930,2659,5589,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,201908,2668,2309,4977,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,201909,2614,2439,5053,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,201910,3126,2853,5979,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,201911,2278,2069,4347,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,201912,1484,1253,2737,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,202001,1246,1103,2349,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,202002,1127,1011,2138,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,202003,1458,1303,2761,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,202004,2315,2114,4429,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,202005,2366,2196,4562,37.565849,127.016403
중구,383, 신당역 12번 출구 뒤,202006,2518,2353,4871,37.565849,127.016403
중구,384, 종로학원본원,201901,222,215,437,37.55978,126.968506
중구,384, 종로학원본원,201902,179,193,372,37.55978,126.968506
중구,384, 종로학원본원,201903,295,278,573,37.55978,126.968506
중구,384, 종로학원본원,201904,458,434,892,37.55978,126.968506
중구,384, 종로학원본원,201905,572,555,1127,37.55978,126.968506
중구,384, 종로학원본원,201906,620,609,1229,37.55978,126.968506
중구,384, 종로학원본원,201907,610,568,1178,37.55978,126.968506
중구,384, 종로학원본원,201908,527,501,1028,37.55978,126.968506
중구,384, 종로학원본원,201909,289,307,596,37.55978,126.968506
중구,384, 종로학원본원,201910,523,519,1042,37.55978,126.968506
중구,384, 종로학원본원,201911,381,397,778,37.55978,126.968506
중구,384, 종로학원본원,201912,251,246,497,37.55978,126.968506
중구,384, 종로학원본원,202001,230,219,449,37.55978,126.968506
중구,384, 종로학원본원,202002,229,203,432,37.55978,126.968506
중구,384, 종로학원본원,202003,418,405,823,37.55978,126.968506
중구,384, 종로학원본원,202004,586,578,1164,37.55978,126.968506
중구,384, 종로학원본원,202005,588,589,1177,37.55978,126.968506
중구,384, 종로학원본원,202006,758,750,1508,37.55978,126.968506
종로구,385, 종각역 5번출구,201901,698,689,1387,37.569836,126.982658
종로구,385, 종각역 5번출구,201902,562,587,1149,37.569836,126.982658
종로구,385, 종각역 5번출구,201903,979,980,1959,37.569836,126.982658
종로구,385, 종각역 5번출구,201904,1483,1477,2960,37.569836,126.982658
종로구,385, 종각역 5번출구,201905,1891,1858,3749,37.569836,126.982658
종로구,385, 종각역 5번출구,201906,1739,1704,3443,37.569836,126.982658
종로구,385, 종각역 5번출구,201907,1631,1568,3199,37.569836,126.982658
종로구,385, 종각역 5번출구,201908,1433,1420,2853,37.569836,126.982658
종로구,385, 종각역 5번출구,201909,1486,1476,2962,37.569836,126.982658
종로구,385, 종각역 5번출구,201910,1880,1870,3750,37.569836,126.982658
종로구,385, 종각역 5번출구,201911,1488,1499,2987,37.569836,126.982658
종로구,385, 종각역 5번출구,201912,950,1001,1951,37.569836,126.982658
종로구,385, 종각역 5번출구,202001,731,759,1490,37.569836,126.982658
종로구,385, 종각역 5번출구,202002,721,727,1448,37.569836,126.982658
종로구,385, 종각역 5번출구,202003,1125,1117,2242,37.569836,126.982658
종로구,385, 종각역 5번출구,202004,1390,1363,2753,37.569836,126.982658
종로구,385, 종각역 5번출구,202005,1535,1529,3064,37.569836,126.982658
종로구,385, 종각역 5번출구,202006,1700,1674,3374,37.569836,126.982658
종로구,386, 올림픽기념 국민생활관 앞,201901,371,307,678,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,201902,308,273,581,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,201903,537,523,1060,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,201904,772,701,1473,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,201905,945,912,1857,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,201906,1002,962,1964,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,201907,1011,1013,2024,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,201908,1014,986,2000,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,201909,859,844,1703,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,201910,1001,981,1982,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,201911,777,750,1527,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,201912,591,533,1124,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,202001,473,451,924,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,202002,228,205,433,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,202003,435,425,860,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,202004,522,507,1029,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,202005,587,577,1164,#N/A,#N/A
종로구,386, 올림픽기념 국민생활관 앞,202006,714,655,1369,#N/A,#N/A
중구,387, 훈련원공원주차장 앞,201901,262,245,507,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,201902,255,232,487,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,201903,452,448,900,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,201904,590,567,1157,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,201905,1078,957,2035,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,201906,1055,900,1955,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,201907,1197,1007,2204,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,201908,1114,944,2058,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,201909,977,836,1813,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,201910,1178,1043,2221,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,201911,776,740,1516,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,201912,549,543,1092,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,202001,383,341,724,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,202002,410,354,764,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,202003,677,529,1206,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,202004,1012,779,1791,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,202005,1086,837,1923,37.566994,127.003464
중구,387, 훈련원공원주차장 앞,202006,1220,920,2140,37.566994,127.003464
종로구,388, 동성중학교 앞,201901,246,300,546,37.585735,127.00161
종로구,388, 동성중학교 앞,201902,235,244,479,37.585735,127.00161
종로구,388, 동성중학교 앞,201903,484,496,980,37.585735,127.00161
종로구,388, 동성중학교 앞,201904,834,791,1625,37.585735,127.00161
종로구,388, 동성중학교 앞,201905,1115,1079,2194,37.585735,127.00161
종로구,388, 동성중학교 앞,201906,1197,1174,2371,37.585735,127.00161
종로구,388, 동성중학교 앞,201907,1032,1008,2040,37.585735,127.00161
종로구,388, 동성중학교 앞,201908,964,923,1887,37.585735,127.00161
종로구,388, 동성중학교 앞,201909,943,932,1875,37.585735,127.00161
종로구,388, 동성중학교 앞,201910,1107,1098,2205,37.585735,127.00161
종로구,388, 동성중학교 앞,201911,719,714,1433,37.585735,127.00161
종로구,388, 동성중학교 앞,201912,506,519,1025,37.585735,127.00161
종로구,388, 동성중학교 앞,202001,451,418,869,37.585735,127.00161
