구분,대여소명,,대여일자,대여건수,반납건수,합계,위도,경도
마포구,101, (구)합정동 주민센터,201901,233,234,467,37.549561,126.905754
마포구,101, (구)합정동 주민센터,201902,203,227,430,37.549561,126.905754
마포구,101, (구)합정동 주민센터,201903,423,475,898,37.549561,126.905754
마포구,101, (구)합정동 주민센터,201904,640,734,1374,37.549561,126.905754
마포구,101, (구)합정동 주민센터,201905,1068,1128,2196,37.549561,126.905754
마포구,101, (구)합정동 주민센터,201906,1104,1094,2198,37.549561,126.905754
마포구,101, (구)합정동 주민센터,201907,1050,1060,2110,37.549561,126.905754
마포구,101, (구)합정동 주민센터,201908,976,963,1939,37.549561,126.905754
마포구,101, (구)합정동 주민센터,201909,850,848,1698,37.549561,126.905754
마포구,101, (구)합정동 주민센터,201910,1045,1070,2115,37.549561,126.905754
마포구,101, (구)합정동 주민센터,201911,646,670,1316,37.549561,126.905754
마포구,101, (구)합정동 주민센터,201912,424,396,820,37.549561,126.905754
마포구,101, (구)합정동 주민센터,202001,305,313,618,37.549561,126.905754
마포구,101, (구)합정동 주민센터,202002,308,307,615,37.549561,126.905754
마포구,101, (구)합정동 주민센터,202003,646,640,1286,37.549561,126.905754
마포구,101, (구)합정동 주민센터,202004,758,757,1515,37.549561,126.905754
마포구,101, (구)합정동 주민센터,202005,881,887,1768,37.549561,126.905754
마포구,101, (구)합정동 주민센터,202006,995,976,1971,37.549561,126.905754
마포구,102, 망원역 1번출구 앞,201901,766,825,1591,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,201902,758,693,1451,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,201903,1640,1654,3294,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,201904,2694,2520,5214,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,201905,4151,3800,7951,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,201906,4337,3973,8310,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,201907,3973,3646,7619,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,201908,4285,3900,8185,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,201909,3453,3336,6789,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,201910,4648,4266,8914,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,201911,2701,2567,5268,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,201912,1537,1497,3034,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,202001,1329,1294,2623,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,202002,1296,1204,2500,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,202003,2598,2516,5114,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,202004,3428,3244,6672,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,202005,3786,3583,7369,37.555649,126.910629
마포구,102, 망원역 1번출구 앞,202006,4138,3858,7996,37.555649,126.910629
마포구,103, 망원역 2번출구 앞,201901,600,626,1226,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,201902,574,595,1169,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,201903,1256,1303,2559,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,201904,1873,1852,3725,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,201905,2633,2490,5123,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,201906,2914,2790,5704,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,201907,2685,2581,5266,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,201908,2609,2393,5002,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,201909,2577,2540,5117,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,201910,3055,3024,6079,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,201911,1680,1653,3333,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,201912,906,924,1830,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,202001,772,831,1603,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,202002,734,786,1520,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,202003,1861,1913,3774,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,202004,2636,2546,5182,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,202005,3112,3060,6172,37.554951,126.910835
마포구,103, 망원역 2번출구 앞,202006,3041,2992,6033,37.554951,126.910835
마포구,104, 합정역 1번출구 앞,201901,647,589,1236,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,201902,633,537,1170,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,201903,1225,976,2201,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,201904,1561,1346,2907,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,201905,2456,2340,4796,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,201906,2443,2352,4795,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,201907,2323,2174,4497,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,201908,2007,1781,3788,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,201909,2163,2054,4217,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,201910,2596,2475,5071,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,201911,1896,1600,3496,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,201912,1085,826,1911,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,202001,905,707,1612,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,202002,915,765,1680,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,202003,1700,1555,3255,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,202004,2183,2133,4316,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,202005,2116,2104,4220,37.550629,126.914986
마포구,104, 합정역 1번출구 앞,202006,2131,2101,4232,37.550629,126.914986
마포구,105, 합정역 5번출구 앞,201901,417,302,719,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,201902,430,293,723,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,201903,757,564,1321,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,201904,1057,868,1925,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,201905,1373,1250,2623,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,201906,1404,1333,2737,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,201907,1178,1110,2288,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,201908,1096,1020,2116,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,201909,1137,1100,2237,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,201910,1370,1313,2683,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,201911,447,421,868,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,201912,481,399,880,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,202001,504,397,901,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,202002,445,404,849,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,202003,949,899,1848,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,202004,1322,1302,2624,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,202005,1537,1526,3063,37.550007,126.914825
마포구,105, 합정역 5번출구 앞,202006,1515,1462,2977,37.550007,126.914825
마포구,106, 합정역 7번출구 앞,201901,830,698,1528,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,201902,849,805,1654,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,201903,1831,1762,3593,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,201904,3556,3420,6976,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,201905,5278,5220,10498,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,201906,5258,5182,10440,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,201907,3899,3725,7624,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,201908,4297,4147,8444,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,201909,4602,4549,9151,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,201910,5510,5452,10962,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,201911,2844,2740,5584,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,201912,1268,1133,2401,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,202001,1109,1009,2118,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,202002,1299,1304,2603,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,202003,4332,4450,8782,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,202004,6237,6280,12517,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,202005,6221,6216,12437,37.548645,126.912827
마포구,106, 합정역 7번출구 앞,202006,5561,5535,11096,37.548645,126.912827
마포구,107, 신한은행 서교동금융센터점 앞,201901,884,1285,2169,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,201902,699,1013,1712,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,201903,1318,1847,3165,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,201904,1839,2402,4241,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,201905,2883,3364,6247,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,201906,3054,3529,6583,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,201907,3321,3779,7100,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,201908,3106,3515,6621,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,201909,2686,3155,5841,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,201910,3250,3866,7116,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,201911,2091,2574,4665,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,201912,1208,1622,2830,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,202001,1078,1453,2531,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,202002,1059,1413,2472,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,202003,1795,2172,3967,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,202004,2491,2878,5369,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,202005,2955,3137,6092,37.55751,126.918503
마포구,107, 신한은행 서교동금융센터점 앞,202006,3231,3508,6739,37.55751,126.918503
마포구,108, 서교동 사거리,201901,609,654,1263,37.552746,126.918617
마포구,108, 서교동 사거리,201902,539,550,1089,37.552746,126.918617
마포구,108, 서교동 사거리,201903,1077,1103,2180,37.552746,126.918617
마포구,108, 서교동 사거리,201904,1497,1589,3086,37.552746,126.918617
마포구,108, 서교동 사거리,201905,2211,2376,4587,37.552746,126.918617
마포구,108, 서교동 사거리,201906,2362,2409,4771,37.552746,126.918617
마포구,108, 서교동 사거리,201907,2135,2217,4352,37.552746,126.918617
마포구,108, 서교동 사거리,201908,2079,2056,4135,37.552746,126.918617
마포구,108, 서교동 사거리,201909,1879,1926,3805,37.552746,126.918617
마포구,108, 서교동 사거리,201910,2246,2291,4537,37.552746,126.918617
마포구,108, 서교동 사거리,201911,1592,1619,3211,37.552746,126.918617
마포구,108, 서교동 사거리,201912,1016,1032,2048,37.552746,126.918617
마포구,108, 서교동 사거리,202001,759,775,1534,37.552746,126.918617
마포구,108, 서교동 사거리,202002,744,781,1525,37.552746,126.918617
마포구,108, 서교동 사거리,202003,1329,1333,2662,37.552746,126.918617
마포구,108, 서교동 사거리,202004,1831,1813,3644,37.552746,126.918617
마포구,108, 서교동 사거리,202005,2017,2026,4043,37.552746,126.918617
마포구,108, 서교동 사거리,202006,1985,2014,3999,37.552746,126.918617
마포구,109, 제일빌딩 앞,201901,459,594,1053,37.547691,126.919983
마포구,109, 제일빌딩 앞,201902,481,479,960,37.547691,126.919983
마포구,109, 제일빌딩 앞,201903,936,992,1928,37.547691,126.919983
마포구,109, 제일빌딩 앞,201904,1600,1607,3207,37.547691,126.919983
마포구,109, 제일빌딩 앞,201905,2587,2484,5071,37.547691,126.919983
마포구,109, 제일빌딩 앞,201906,2589,2501,5090,37.547691,126.919983
마포구,109, 제일빌딩 앞,201907,2414,2307,4721,37.547691,126.919983
마포구,109, 제일빌딩 앞,201908,2291,2222,4513,37.547691,126.919983
마포구,109, 제일빌딩 앞,201909,2265,2178,4443,37.547691,126.919983
마포구,109, 제일빌딩 앞,201910,2713,2592,5305,37.547691,126.919983
마포구,109, 제일빌딩 앞,201911,1434,1468,2902,37.547691,126.919983
마포구,109, 제일빌딩 앞,201912,770,795,1565,37.547691,126.919983
마포구,109, 제일빌딩 앞,202001,686,761,1447,37.547691,126.919983
마포구,109, 제일빌딩 앞,202002,716,702,1418,37.547691,126.919983
마포구,109, 제일빌딩 앞,202003,1584,1655,3239,37.547691,126.919983
마포구,109, 제일빌딩 앞,202004,866,851,1717,37.547691,126.919983
마포구,109, 제일빌딩 앞,202005,2351,2348,4699,37.547691,126.919983
마포구,109, 제일빌딩 앞,202006,2459,2417,4876,37.547691,126.919983
서대문구,110, 사천교,201901,272,153,425,#N/A,#N/A
서대문구,110, 사천교,201902,329,201,530,#N/A,#N/A
서대문구,110, 사천교,201903,628,397,1025,#N/A,#N/A
서대문구,110, 사천교,201904,903,592,1495,#N/A,#N/A
서대문구,110, 사천교,201905,1362,905,2267,#N/A,#N/A
서대문구,110, 사천교,201906,1458,979,2437,#N/A,#N/A
서대문구,110, 사천교,201907,1509,969,2478,#N/A,#N/A
서대문구,110, 사천교,201908,1297,844,2141,#N/A,#N/A
서대문구,110, 사천교,201909,1104,830,1934,#N/A,#N/A
서대문구,110, 사천교,201910,1186,856,2042,#N/A,#N/A
서대문구,110, 사천교,201911,908,581,1489,#N/A,#N/A
서대문구,110, 사천교,201912,588,328,916,#N/A,#N/A
서대문구,110, 사천교,202001,458,309,767,#N/A,#N/A
서대문구,110, 사천교,202002,465,334,799,#N/A,#N/A
서대문구,110, 사천교,202003,792,615,1407,#N/A,#N/A
서대문구,110, 사천교,202004,794,726,1520,#N/A,#N/A
서대문구,110, 사천교,202005,859,772,1631,#N/A,#N/A
서대문구,110, 사천교,202006,1042,795,1837,#N/A,#N/A
마포구,111, 상수역 2번출구 앞,201901,391,307,698,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,201902,444,416,860,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,201903,1026,967,1993,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,201904,1596,1454,3050,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,201905,2334,2255,4589,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,201906,2175,2092,4267,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,201907,1921,1844,3765,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,201908,1818,1749,3567,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,201909,2010,1973,3983,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,201910,2122,2086,4208,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,201911,1210,1089,2299,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,201912,541,455,996,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,202001,496,423,919,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,202002,523,498,1021,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,202003,1719,1814,3533,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,202004,2557,2710,5267,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,202005,2325,2299,4624,37.547871,126.923531
마포구,111, 상수역 2번출구 앞,202006,2111,2065,4176,37.547871,126.923531
마포구,112, 극동방송국 앞,201901,399,352,751,37.549202,126.923203
마포구,112, 극동방송국 앞,201902,389,354,743,37.549202,126.923203
마포구,112, 극동방송국 앞,201903,954,936,1890,37.549202,126.923203
마포구,112, 극동방송국 앞,201904,1588,1676,3264,37.549202,126.923203
마포구,112, 극동방송국 앞,201905,2290,2223,4513,37.549202,126.923203
마포구,112, 극동방송국 앞,201906,2180,2196,4376,37.549202,126.923203
마포구,112, 극동방송국 앞,201907,1808,1753,3561,37.549202,126.923203
마포구,112, 극동방송국 앞,201908,1517,1455,2972,37.549202,126.923203
마포구,112, 극동방송국 앞,201909,1901,1905,3806,37.549202,126.923203
마포구,112, 극동방송국 앞,201910,2140,2136,4276,37.549202,126.923203
마포구,112, 극동방송국 앞,201911,1245,1258,2503,37.549202,126.923203
마포구,112, 극동방송국 앞,201912,624,628,1252,37.549202,126.923203
마포구,112, 극동방송국 앞,202001,493,527,1020,37.549202,126.923203
마포구,112, 극동방송국 앞,202002,496,484,980,37.549202,126.923203
마포구,112, 극동방송국 앞,202003,1082,1141,2223,37.549202,126.923203
마포구,112, 극동방송국 앞,202004,1667,1634,3301,37.549202,126.923203
마포구,112, 극동방송국 앞,202005,1547,1544,3091,37.549202,126.923203
마포구,112, 극동방송국 앞,202006,1580,1548,3128,37.549202,126.923203
마포구,113, 홍대입구역 2번출구 앞,201901,2313,3132,5445,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,201902,2072,2748,4820,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,201903,4414,5572,9986,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,201904,5407,7112,12519,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,201905,8378,10214,18592,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,201906,8894,10453,19347,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,201907,7889,9376,17265,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,201908,7690,8443,16133,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,201909,7388,8286,15674,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,201910,9047,10365,19412,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,201911,6036,7334,13370,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,201912,3681,4322,8003,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,202001,2864,3566,6430,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,202002,2676,3460,6136,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,202003,4690,5330,10020,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,202004,6534,7068,13602,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,202005,6818,7164,13982,37.557499,126.923805
마포구,113, 홍대입구역 2번출구 앞,202006,6583,7436,14019,37.557499,126.923805
마포구,114, 홍대입구역 8번출구 앞,201901,966,1121,2087,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,201902,868,956,1824,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,201903,1719,2069,3788,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,201904,2640,2899,5539,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,201905,4004,4177,8181,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,201906,4203,4348,8551,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,201907,3515,3664,7179,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,201908,3385,3441,6826,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,201909,3282,3387,6669,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,201910,4004,4146,8150,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,201911,2491,2652,5143,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,201912,1465,1518,2983,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,202001,1289,1317,2606,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,202002,1125,1231,2356,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,202003,2188,2185,4373,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,202004,3242,3215,6457,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,202005,3462,3448,6910,37.55706,126.924423
마포구,114, 홍대입구역 8번출구 앞,202006,3212,3165,6377,37.55706,126.924423
서대문구,115, 사루비아 빌딩 앞,201901,637,546,1183,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,201902,553,519,1072,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,201903,991,913,1904,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,201904,1493,1301,2794,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,201905,2018,1740,3758,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,201906,2118,1945,4063,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,201907,2046,1797,3843,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,201908,1838,1618,3456,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,201909,1557,1460,3017,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,201910,1987,1843,3830,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,201911,1415,1159,2574,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,201912,912,699,1611,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,202001,795,640,1435,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,202002,689,533,1222,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,202003,1062,899,1961,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,202004,1376,1273,2649,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,202005,1375,1348,2723,37.558933,126.927116
서대문구,115, 사루비아 빌딩 앞,202006,1155,1110,2265,37.558933,126.927116
서대문구,116, 일진아이윌아파트 옆,201901,712,947,1659,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,201902,570,766,1336,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,201903,1109,1348,2457,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,201904,1372,1568,2940,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,201905,2164,2246,4410,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,201906,2478,2520,4998,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,201907,2146,2325,4471,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,201908,2351,2456,4807,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,201909,2019,2110,4129,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,201910,2315,2469,4784,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,201911,1331,1569,2900,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,201912,917,1133,2050,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,202001,789,905,1694,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,202002,734,797,1531,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,202003,1335,1410,2745,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,202004,1937,1935,3872,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,202005,2313,2309,4622,37.564541,126.927071
서대문구,116, 일진아이윌아파트 옆,202006,2287,2306,4593,37.564541,126.927071
서대문구,117, 홍은사거리,201903,40,32,72,37.59116,126.94133
서대문구,117, 홍은사거리,201904,1792,1744,3536,37.59116,126.94133
서대문구,117, 홍은사거리,201905,3227,3213,6440,37.59116,126.94133
서대문구,117, 홍은사거리,201906,3760,3786,7546,37.59116,126.94133
서대문구,117, 홍은사거리,201907,3403,3281,6684,37.59116,126.94133
서대문구,117, 홍은사거리,201908,2986,3005,5991,37.59116,126.94133
서대문구,117, 홍은사거리,201909,3093,3093,6186,37.59116,126.94133
서대문구,117, 홍은사거리,201910,3545,3479,7024,37.59116,126.94133
서대문구,117, 홍은사거리,201911,1920,1940,3860,37.59116,126.94133
서대문구,117, 홍은사거리,201912,1006,959,1965,37.59116,126.94133
서대문구,117, 홍은사거리,202001,1026,954,1980,37.59116,126.94133
서대문구,117, 홍은사거리,202002,1031,1008,2039,37.59116,126.94133
서대문구,117, 홍은사거리,202003,2966,2905,5871,37.59116,126.94133
서대문구,117, 홍은사거리,202004,4118,4112,8230,37.59116,126.94133
서대문구,117, 홍은사거리,202005,4509,4514,9023,37.59116,126.94133
서대문구,117, 홍은사거리,202006,4873,4896,9769,37.59116,126.94133
마포구,118, 광흥창역 2번출구 앞,201901,539,542,1081,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,201902,415,465,880,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,201903,920,871,1791,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,201904,1357,1256,2613,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,201905,1925,1767,3692,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,201906,1865,1725,3590,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,201907,1827,1705,3532,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,201908,1747,1712,3459,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,201909,1672,1612,3284,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,201910,1853,1723,3576,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,201911,1192,1148,2340,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,201912,701,741,1442,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,202001,663,686,1349,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,202002,595,656,1251,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,202003,1268,1275,2543,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,202004,1508,1505,3013,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,202005,1587,1603,3190,37.547733,126.931763
마포구,118, 광흥창역 2번출구 앞,202006,1724,1655,3379,37.547733,126.931763
마포구,119, 서강나루 공원,201901,319,438,757,37.545284,126.931053
마포구,119, 서강나루 공원,201902,280,400,680,37.545284,126.931053
마포구,119, 서강나루 공원,201903,682,807,1489,37.545284,126.931053
마포구,119, 서강나루 공원,201904,1206,1397,2603,37.545284,126.931053
마포구,119, 서강나루 공원,201905,1888,1951,3839,37.545284,126.931053
마포구,119, 서강나루 공원,201906,2066,2092,4158,37.545284,126.931053
마포구,119, 서강나루 공원,201907,1632,1683,3315,37.545284,126.931053
마포구,119, 서강나루 공원,201908,1615,1630,3245,37.545284,126.931053
마포구,119, 서강나루 공원,201909,1840,1849,3689,37.545284,126.931053
마포구,119, 서강나루 공원,201910,2014,2154,4168,37.545284,126.931053
마포구,119, 서강나루 공원,201911,1059,1175,2234,37.545284,126.931053
마포구,119, 서강나루 공원,201912,500,583,1083,37.545284,126.931053
마포구,119, 서강나루 공원,202001,511,577,1088,37.545284,126.931053
마포구,119, 서강나루 공원,202002,474,541,1015,37.545284,126.931053
마포구,119, 서강나루 공원,202003,1343,1488,2831,37.545284,126.931053
마포구,119, 서강나루 공원,202004,2062,2093,4155,37.545284,126.931053
마포구,119, 서강나루 공원,202005,2367,2376,4743,37.545284,126.931053
마포구,119, 서강나루 공원,202006,2349,2360,4709,37.545284,126.931053
마포구,120, 신수동 사거리,201901,263,282,545,37.545242,126.934113
마포구,120, 신수동 사거리,201902,177,213,390,37.545242,126.934113
마포구,120, 신수동 사거리,201903,373,373,746,37.545242,126.934113
마포구,120, 신수동 사거리,201904,513,514,1027,37.545242,126.934113
마포구,120, 신수동 사거리,201905,757,759,1516,37.545242,126.934113
마포구,120, 신수동 사거리,201906,804,833,1637,37.545242,126.934113
마포구,120, 신수동 사거리,201907,785,768,1553,37.545242,126.934113
마포구,120, 신수동 사거리,201908,784,784,1568,37.545242,126.934113
마포구,120, 신수동 사거리,201909,690,701,1391,37.545242,126.934113
마포구,120, 신수동 사거리,201910,819,843,1662,37.545242,126.934113
마포구,120, 신수동 사거리,201911,570,580,1150,37.545242,126.934113
