구분,대여소명,반납일자,반납건수,,,,
영등포구,211. 여의도역 4번출구 옆,201907,2978,,,,
영등포구,212. 여의도역 1번출구 옆,201907,1604,,,,
영등포구,213. KT앞,201907,1760,,,,
영등포구,214. 금융감독원 앞,201907,1169,,,,
영등포구,215. 여의도고교 앞,201907,1080,,,,
영등포구,216. 삼부아파트1동 앞,201907,1594,,,,
영등포구,217. NH농협은행 앞,201907,2039,,,,
영등포구,218. 증권거래소 앞,201907,818,,,,
영등포구,219. 롯데캐슬엠파이어 옆,201907,1297,,,,
영등포구,220. 미성아파트 A동 앞,201907,954,,,,
영등포구,221. 여의도초교 앞,201907,1842,,,,
영등포구,222. 시범아파트버스정류장 옆,201907,3552,,,,
영등포구,223. 진주아파트상가 앞,201907,1495,,,,
영등포구,224. 롯데캐슬 앞,201907,1870,,,,
영등포구,225. 앙카라공원 앞,201907,959,,,,
영등포구,226. 샛강역 1번출구 앞,201907,1226,,,,
영등포구,227. 양평2나들목 보행통로 입구,201907,2236,,,,
영등포구,228. 선유도역 3번출구 앞,201907,3091,,,,
영등포구,229. 양평1 보행육교 앞,201907,1718,,,,
영등포구,230. 영등포구청역 1번출구,201907,4234,,,,
영등포구,231. 남부고용노동지청 남측,201907,1122,,,,
영등포구,232. 양평우림 이비즈센타 앞,201907,3518,,,,
영등포구,233. YP 센터 앞,201907,328,,,,
영등포구,234. 영등포구민체육센터 앞,201907,1206,,,,
영등포구,235. 신길동 우리은행 옆,201907,1004,,,,
영등포구,236. 문래동자이아파트 앞,201907,1621,,,,
영등포구,238. 제2구민체육센타 앞,201907,2416,,,,
영등포구,239. 유스호스텔 앞,201907,1353,,,,
영등포구,240. 문래역 4번출구 앞,201907,2377,,,,
영등포구,241. 신길우성1차아파트 앞 공원,201907,1638,,,,
영등포구,242. 신길선원가와인아파트 앞,201907,995,,,,
영등포구,243. 이앤씨드림타워 앞,201907,1862,,,,
영등포구,244. 영등포삼환아파트 앞,201907,1802,,,,
영등포구,245. 삼성생명 당산사옥 앞,201907,2282,,,,
영등포구,247. 당산역 10번출구 앞,201907,4978,,,,
영등포구,248. 초원아파트 앞,201907,2426,,,,
영등포구,249. 여의도중학교 옆,201907,1788,,,,
영등포구,250. 대림아파트 사거리,201907,652,,,,
영등포구,251. 서울지방병무청 버스정류장,201907,1118,,,,
영등포구,252. 보라매역4번출구,201907,1739,,,,
영등포구,253. 신풍역 5번출구 인근,201907,1639,,,,
영등포구,254. 도림신협 앞,201907,1267,,,,
영등포구,255. 도림4거리,201907,1629,,,,
영등포구,256. 동아에코빌입구,201907,1360,,,,
영등포구,257. 신길삼거리(우리은행),201907,3498,,,,
영등포구,258. 신길역3번출구,201907,1414,,,,
영등포구,259. 대방역6번출구,201907,3113,,,,
영등포구,260. 여의도 마리나선착장 앞,201907,892,,,,
영등포구,262. 영문초등학교 사거리,201907,2955,,,,
영등포구,263. 근로자회관 사거리,201907,2342,,,,
영등포구,264. 교보생명보험 앞,201907,1311,,,,
영등포구,265. 영등포유통상가 사거리,201907,1041,,,,
영등포구,266. 영등포청과시장 사거리,201907,966,,,,
영등포구,267. 삼성화재 사옥 옆,201907,1493,,,,
영등포구,268. 그랜드컨벤션센터 앞,201907,1862,,,,
영등포구,270. 증권거래소후문교차로,201907,766,,,,
영등포구,271. 샛강생태공원방문자센터 앞,201907,413,,,,
영등포구,272. 당산육갑문,201907,4399,,,,
영등포구,274. 영등포역지하쇼핑센타 5번출구,201907,4168,,,,
영등포구,275. 신동아아파트,201907,2587,,,,
영등포구,276. SK 영등포주유소,201907,1670,,,,
영등포구,277. 영등포뉴타운지하상가 2번게이트,201907,1648,,,,
영등포구,278. 쌍용플레티넘오피스텔,201907,1919,,,,
영등포구,279. 영등포 푸르지오 아파트,201907,2021,,,,
영등포구,280. 양평동6차현대아파트 앞,201907,1747,,,,
영등포구,281. 신동아아파트 앞,201907,961,,,,
영등포구,282. 신한은행,201907,432,,,,
영등포구,283. 아크로타워 스퀘어(영등포시장),201907,2673,,,,
영등포구,284. 센트럴 푸르지오 시티 앞,201907,3502,,,,
영등포구,285. 대림3동사거리(하나은행),201907,786,,,,
영등포구,286. 우성아파트 교차로,201907,1445,,,,
영등포구,287. 영등포전화국사거리 (서강어린이공원),201907,2457,,,,
영등포구,288. 쌍용예가(구청별관),201907,689,,,,
영등포구,289. 대림3동사거리,201907,1238,,,,
영등포구,290. 당산동 SK V1 빌딩,201907,1396,,,,
영등포구,291. 문래동 하이테크 시티,201907,1699,,,,
영등포구,292. 영일 어린이공원,201907,676,,,,
영등포구,293. 충북 미래관,201907,2614,,,,
용산구,800. 목월공원 앞,201907,1743,,,,
용산구,802. 한강진역 2번 출구 앞,201907,366,,,,
용산구,803. 한남초교 앞 보도육교,201907,401,,,,
용산구,805. 문배어린이공원 앞,201907,1305,,,,
용산구,806. 전자랜드 본관 앞,201907,1189,,,,
용산구,807. 서울역 12번 출구 앞,201907,889,,,,
용산구,808. 서빙고동 금호맨션 앞,201907,417,,,,
용산구,809. 한남 유수지 복개주차장,201907,841,,,,
용산구,810. 이태원지하보도,201907,458,,,,
용산구,811. 녹사평역1번출구,201907,408,,,,
용산구,812. 용산전쟁기념관,201907,518,,,,
용산구,813. 삼각지역 3번출구,201907,1122,,,,
용산구,815. LIG강촌아파트 103동앞,201907,1597,,,,
용산구,816. 신용산역 6번출구 앞,201907,2991,,,,
용산구,817. 삼각지역 4번출구 앞,201907,699,,,,
용산구,818. 숙명여대 입구 교차로,201907,1569,,,,
용산구,819. 선린인터넷 고등학교,201907,1080,,,,
용산구,820. 청파동입구 교차로,201907,886,,,,
용산구,822. 이촌1동 마을공원,201907,386,,,,
용산구,823. 효창동주민센터 앞,201907,309,,,,
용산구,825. 서빙고동 주민센터 앞,201907,2811,,,,
용산구,827. 국군복지단,201907,294,,,,
용산구,828. 숙대입구역 8번,201907,982,,,,
용산구,829. 베르가모앞,201907,2814,,,,
용산구,830. 청암자이아파트앞,201907,632,,,,
용산구,831. 이태원관광특구입구,201907,460,,,,
용산구,832. 이촌1동 주민센터 뒤,201907,2282,,,,
용산구,834. 효창공원앞역 3번출구 뒤,201907,1754,,,,
용산구,835. 남영역 건너편,201907,1060,,,,
용산구,836. 현대자동차서비스 앞,201907,954,,,,
용산구,837. 한남나들목 입구,201907,1936,,,,
용산구,838. 숙대입구역 4번출구,201907,1269,,,,
용산구,839. 보광동 삼성리버빌아파트 앞,201907,870,,,,
용산구,840. 용산 파크타워 앞,201907,494,,,,
용산구,841. 신용산역 1번 출구,201907,1908,,,,
용산구,843. 녹사평역 광장,201907,704,,,,
용산구,844. 이촌2동 동원베네스트 아파트 앞,201907,1186,,,,
용산구,845. 용산 선인상가,201907,647,,,,
용산구,846. 용산중학교,201907,843,,,,
은평구,900. 은평예술회관,201907,667,,,,
은평구,901. 응암1동사무소,201907,1380,,,,
은평구,902. 진관동 은빛초등학교,201907,364,,,,
은평구,903. 은평뉴타운 아이파크,201907,690,,,,
은평구,904. 은평뉴타운 푸르지오,201907,793,,,,
은평구,905. 구파발역 2번출구,201907,2374,,,,
은평구,906. 연신내역 5번출구150M 아래,201907,2962,,,,
은평구,907. CJ 드림시티,201907,6239,,,,
은평구,908. 구산역 4번출구,201907,985,,,,
은평구,909. 백련산 힐스테이트 3차,201907,278,,,,
은평구,911. 은평평화공원(역촌역4번출구),201907,2558,,,,
은평구,912. 응암오거리,201907,2900,,,,
은평구,913. 이마트 은평점,201907,2790,,,,
은평구,914. 새절역 2번출구,201907,3926,,,,
은평구,915. 증산역 4번출구,201907,1662,,,,
은평구,916. 평생학습관 앞,201907,1076,,,,
은평구,917. 녹번역 4번출구,201907,1404,,,,
은평구,919. 서울혁신파크,201907,725,,,,
은평구,921. 신도고등학교,201907,392,,,,
은평구,922. 연신내역 4번출구,201907,566,,,,
은평구,923. 국민은행 연서지점,201907,731,,,,
은평구,924. 메뚜기다리,201907,230,,,,
은평구,925. 불광역 2번출구,201907,474,,,,
은평구,926. 불광역 8번출구,201907,1729,,,,
은평구,927. 연신내역 3번출구 인근,201907,614,,,,
은평구,928. 은평역사한옥박물관,201907,147,,,,
은평구,930. 구 서부경찰서 건너편,201907,811,,,,
은평구,931. 역촌파출소,201907,3144,,,,
은평구,932. 예일여중,201907,940,,,,
은평구,933. LG서비스 역촌점,201907,1627,,,,
은평구,934. 신사동 성당,201907,1176,,,,
은평구,937. 상림마을 롯데캐슬2단지 옆,201907,93,,,,
은평구,938. 금암 문화공원,201907,95,,,,
은평구,939. 은평구청 교차로,201907,688,,,,
은평구,941. 은평뉴타운 도서관,201907,320,,,,
은평구,942. 상림마을 생태공원,201907,457,,,,
은평구,943. 은평구청 보건소,201907,1652,,,,
은평구,945. 기자촌 사거리,201907,291,,,,
은평구,946. 독바위역,201907,680,,,,
은평구,947. 연신내 선일하이츠빌 정류소,201907,659,,,,
은평구,948. 디지털미디어 시티역 4번출구,201907,665,,,,
은평구,949. 연신내역 1번 출구,201907,872,,,,
은평구,950. 구산역 2번 출구,201907,1392,,,,
은평구,951. 연신내역 6번출구옆,201907,1254,,,,
은평구,952. 서울연신중학교,201907,308,,,,
은평구,953. 서울연신초등학교,201907,497,,,,
은평구,954. 은평뉴타운구파발9단지,201907,635,,,,
은평구,956. 응암시장교차로,201907,2188,,,,
은평구,958. 신한은행 응암동 지점 앞,201907,1368,,,,
은평구,959. 구파발10단지 인근,201907,265,,,,
은평구,960. 구파발역 환승센터,201907,815,,,,
은평구,961. 불광역 9번 출구,201907,952,,,,
은평구,962. 은평뉴타운 힐데스하임,201907,782,,,,
은평구,963. 대호프라자아파트,201907,663,,,,
은평구,964. 북한산힐스테이트 7차아파트,201907,562,,,,
은평구,965. 서울특별시 은평병원,201907,286,,,,
은평구,966. 서울혁신파크1,201907,350,,,,
은평구,967. 서울혁신파크2,201907,349,,,,
은평구,968. 은평뉴타운 상림마을 13단지,201907,173,,,,
은평구,969. 은평 지웰테라스,201907,197,,,,
은평구,971. 역촌 센트레빌 아파트,201907,376,,,,
은평구,972. 수색역,201907,737,,,,
정비센터,7.이동정비,201907,52,,,,
정비센터,9993. 개화정비,201907,25,,,,
정비센터,9997.강남센터,201907,55,,,,
정비센터,9998. 영남주차장 정비센터,201907,12,,,,
정비센터,99999. 영남단말기정비,201907,0,,,,
정비센터,상암센터 정비실,201907,11,,,,
정비센터,중랑센터,201907,34,,,,
종로구,301. 경복궁역 7번출구 앞,201907,866,,,,
종로구,302. 경복궁역 4번출구 뒤,201907,2001,,,,
종로구,303. 광화문역 1번출구 앞,201907,1446,,,,
종로구,304. 광화문역 2번출구 앞,201907,898,,,,
종로구,305. 종로구청 옆,201907,1710,,,,
종로구,306. 광화문역 7번출구 앞,201907,1133,,,,
종로구,307. 서울역사박물관 앞,201907,1358,,,,
종로구,308. 광화문 S타워 앞,201907,1667,,,,
종로구,309. 광화문역 6번출구 옆,201907,864,,,,
종로구,314. 국립현대미술관,201907,1410,,,,
종로구,315. 신한은행 안국역지점 옆,201907,1420,,,,
종로구,316. 종각역 1번출구 앞,201907,2294,,,,
종로구,326. 안국역 5번출구 앞,201907,1458,,,,
종로구,327. 낙원상가 옆,201907,1332,,,,
종로구,328. 탑골공원 앞,201907,1361,,,,
종로구,329. 청계2가 사거리 옆,201907,1920,,,,
종로구,334. 종로3가역 2번출구 뒤,201907,2132,,,,
종로구,335. 종로3가역 15번출구 앞,201907,1474,,,,
종로구,337. 창경궁 입구,201907,423,,,,
종로구,338. 세운스퀘어 앞,201907,1532,,,,
종로구,339. 종로4가 사거리,201907,1151,,,,
종로구,340. 혜화동 로터리,201907,1881,,,,
종로구,341. 혜화역 3번출구 뒤,201907,1361,,,,
종로구,342. 대학로 마로니에공원,201907,2737,,,,
종로구,343. 예일빌딩(율곡로) 앞,201907,821,,,,
종로구,344. 성균관대 E하우스 앞,201907,965,,,,
종로구,345. 서울보증보험본사 앞,201907,1323,,,,
종로구,348. 독립문역 사거리,201907,711,,,,
종로구,349. 사직동주민센터,201907,756,,,,
종로구,351. 청운초교 앞 삼거리,201907,730,,,,
종로구,352. 중앙고입구 삼거리,201907,235,,,,
종로구,353. 재동초교 앞 삼거리,201907,662,,,,
종로구,354. 포르투갈 대사관 앞,201907,804,,,,
종로구,355. 서울사대부속초교 앞,201907,1436,,,,
종로구,356. KT혜화지사 앞,201907,1403,,,,
종로구,358. 성대입구 사거리,201907,3142,,,,
종로구,359. 원남동사거리,201907,1272,,,,
종로구,361. 동묘앞역 1번출구 뒤,201907,3185,,,,
종로구,362. 청계8가 사거리,201907,1695,,,,
종로구,363. 신설동역 11번출구 뒤,201907,2135,,,,
종로구,364. 창신역 1번출구 앞,201907,933,,,,
종로구,367. 독립문역 3-1번출구,201907,1032,,,,
종로구,368. SK 서린빌딩 앞,201907,1098,,,,
종로구,369. 광화문 시민열린마당,201907,1210,,,,
종로구,385. 종각역 5번출구,201907,1568,,,,
종로구,386. 올림픽기념 국민생활관 앞,201907,1013,,,,
종로구,388. 동성중학교 앞,201907,1008,,,,
종로구,393. 동대문역 8번 출구,201907,2082,,,,
종로구,394. 경희궁 자이 3단지,201907,604,,,,
종로구,395. 경희궁 자이 2단지,201907,1038,,,,
종로구,397. 종묘공영주차장 건너편,201907,761,,,,
종로구,446. 상명대입구,201907,633,,,,
종로구,447. 신영동삼거리,201907,112,,,,
종로구,449. 일성아파트,201907,53,,,,
종로구,450. 효자동 삼거리,201907,816,,,,
종로구,451. 청와대앞길,201907,325,,,,
종로구,452. 동대문 종합시장 버스정류장,201907,638,,,,
종로구,453. 종로오가 지하쇼핑센터 14번출구,201907,1098,,,,
종로구,454. 종로2가 버스정류장 (종각방향),201907,1231,,,,
종로구,455. 삼익한의원,201907,556,,,,
종로구,456. 숭인2동 주민센터 입구 (이강3대냉면),201907,860,,,,
종로구,457. 종로꽃시장 입구 옆,201907,856,,,,
종로구,458. 광화문역 5번출구,201907,1240,,,,
종로구,461. 서울지방경찰청,201907,1188,,,,
종로구,462. 신영동삼거리(북악터널방향),201907,118,,,,
중구,300. 정동사거리,201907,1128,,,,
중구,310. 청계광장 옆,201907,848,,,,
중구,311. 서울광장 옆,201907,2038,,,,
중구,312. 시청역 1번출구 뒤,201907,2097,,,,
중구,313. 서울역 광장 파출소 옆,201907,764,,,,
중구,318. 광교사거리 남측,201907,633,,,,
중구,320. 을지로입구역 4번출구 앞,201907,1344,,,,
중구,321. KEB 하나금융그룹 명동사옥 옆,201907,1061,,,,
중구,322. 명동성당 앞,201907,604,,,,
중구,324. 신세계백화점 본점 앞,201907,1255,,,,
중구,330. 청계천 한빛광장,201907,1041,,,,
중구,331. 을지로2가 사거리 북측,201907,1104,,,,
중구,332. 을지로2가 사거리 남측,201907,796,,,,
중구,336. 티마크 호텔 앞,201907,772,,,,
중구,346. 맥스타일 앞,201907,2288,,,,
중구,347. 동대문역사문화공원역 9번출구 앞,201907,1696,,,,
중구,370. 시청역(2호선) 9번출구 뒤,201907,1099,,,,
중구,371. 동대입구역 6번출구 뒤,201907,768,,,,
중구,372. 약수역 3번출구 뒤,201907,1025,,,,
중구,373. 청구 어린이공원,201907,134,,,,
중구,374. 청구역 2번출구 앞,201907,1336,,,,
중구,375. 다산 어린이공원,201907,1434,,,,
중구,378. 청계7가 사거리,201907,1844,,,,
중구,379. 서울역9번출구,201907,1178,,,,
중구,380. CJ제일제당 앞,201907,1007,,,,
중구,381. 장충체육관,201907,113,,,,
중구,382. 약수역 10번출구 앞,201907,758,,,,
중구,383. 신당역 12번 출구 뒤,201907,2659,,,,
중구,384. 종로학원본원,201907,568,,,,
중구,387. 훈련원공원주차장 앞,201907,1007,,,,
중구,389. 을지로4가역 1번출구,201907,1377,,,,
중구,390. 충무로역 1번출구,201907,1489,,,,
중구,391. 정동길입구,201907,667,,,,
중구,398. 을지로3가역 3번출구,201907,1438,,,,
중구,399. 서울역 센트럴 자이아파트,201907,360,,,,
중구,428. 명보사거리,201907,547,,,,
중구,429. 송도병원,201907,168,,,,
중구,430. KEB하나은행 장충동지점,201907,600,,,,
중구,431. 청계천 영도교,201907,2343,,,,
중구,433. 을지로입구역 2번출구,201907,1419,,,,
중구,434. 신당 래미안 버스정류장,201907,60,,,,
중구,435. SK 남산빌딩,201907,372,,,,
중구,826. 서울역 서부교차로2,201907,1210,,,,
중랑구,1401. 극동늘푸른아파트,201907,2108,,,,
중랑구,1402. 금란주차장 앞,201907,1033,,,,
중랑구,1403. 중화빌딩 앞 (동부시장),201907,3097,,,,
중랑구,1404. 동일로 지하차도,201907,1490,,,,
중랑구,1405. 망우역 1번출구,201907,1524,,,,
중랑구,1406. 망우청소년수련관,201907,180,,,,
중랑구,1407. 먹골역 1번출구 뒤,201907,1365,,,,
중랑구,1408. 먹골역 6번출구 앞,201907,1865,,,,
중랑구,1410. 면목 대원칸타빌아파트,201907,102,,,,
중랑구,1411. 상봉시장앞 교차로 한성빌딩 앞,201907,905,,,,
중랑구,1412. 면목초등학교,201907,530,,,,
중랑구,1413. 봉화산역 5번출구 뒤,201907,1277,,,,
중랑구,1414. 사가정역 1번출구,201907,2284,,,,
중랑구,1416. 상봉역 3번출구,201907,948,,,,
중랑구,1418. 새솔초등학교,201907,328,,,,
중랑구,1420. 신내어울공원 앞,201907,723,,,,
중랑구,1421. 신내역 4번출구,201907,341,,,,
중랑구,1422. 신내우디안아파트 1단지,201907,87,,,,
중랑구,1424. 양원역 2번출구,201907,159,,,,
중랑구,1425. 용마문화복지센터,201907,595,,,,
중랑구,1426. 면목도시개발아파트 1동 앞,201907,198,,,,
중랑구,1427. 용마산역 1번출구,201907,239,,,,
중랑구,1428. 원묵고등학교,201907,847,,,,
중랑구,1429. 장안중학교,201907,905,,,,
중랑구,1430. 중랑구청,201907,819,,,,
중랑구,1431. 중랑구청 사거리,201907,1730,,,,
중랑구,1433. 중화역 2번출구,201907,2406,,,,
중랑구,1434. 홈플러스 면목동점,201907,1072,,,,
중랑구,1435. 능산삼거리,201907,230,,,,
중랑구,1436. 영풍마드레빌,201907,595,,,,
중랑구,1437. 늘푸른공원 앞,201907,675,,,,
중랑구,1438. 홈플러스 신내점 앞,201907,2094,,,,
중랑구,1440. 하나은행 면목지점,201907,1050,,,,
중랑구,1441. 신내능말공원,201907,600,,,,
중랑구,1442. (구)신한은행 중랑교지점,201907,1408,,,,
중랑구,1443. 구립망우청소년독서실,201907,378,,,,
중랑구,1444. 면목4치안센터,201907,1212,,,,
중랑구,1445. 용마지구대,201907,285,,,,
중랑구,1446. 중랑전화국 교차로,201907,1753,,,,
중랑구,1447. 면목역 3번출구,201907,2208,,,,
중랑구,1448. 코스트코 상봉점,201907,2214,,,,
중랑구,1449. 상봉역 1번출구,201907,2050,,,,
중랑구,1450. 화랑대역 7번출구,201907,1184,,,,
중랑구,1451. 중랑세무서,201907,2392,,,,
중랑구,1452. 겸재교 진입부,201907,1850,,,,
중랑구,1453. 중랑캠핑숲,201907,160,,,,
중랑구,1454. 한국전력공사(동대문 중랑지사),201907,1389,,,,
중랑구,1455. 상봉역 2번 출구,201907,1677,,,,
중랑구,1456. 상아빌딩(우림시장 교차로),201907,929,,,,
중랑구,1457. 동원사거리,201907,808,,,,
중랑구,1458. 상봉터미널2,201907,1804,,,,
중랑구,1459. 용마한신아파트사거리,201907,391,,,,
그룹명 없음,대여소명 없음,201908,12188,,,,
강남구,2301. 현대고등학교 건너편,201908,3551,,,,
강남구,2302. 교보타워 버스정류장(신논현역 3번출구 후면),201908,1998,,,,
강남구,2303. 논현역 7번출구,201908,1339,,,,
강남구,2304. 신영 ROYAL PALACE 앞,201908,139,,,,
강남구,2305. MCM 본사 직영점 앞,201908,578,,,,
강남구,2306. 압구정역 2번 출구 옆,201908,1278,,,,
강남구,2307. 압구정 한양 3차 아파트,201908,1890,,,,
강남구,2308. 압구정파출소 앞,201908,972,,,,
강남구,2309. 청담역(우리들병원 앞),201908,302,,,,
강남구,2310. 청담동 맥도날드 옆(위치),201908,802,,,,
강남구,2311. 학동로 래미안 아파트 앞,201908,163,,,,
강남구,2312. 청담역 13번 출구 앞,201908,506,,,,
강남구,2313. 금원빌딩 앞,201908,1329,,,,
강남구,2314. 청담나들목입구,201908,981,,,,
강남구,2315. 봉은사역 5번출구 옆,201908,1479,,,,
강남구,2316. 삼성역 8번출구,201908,1233,,,,
강남구,2317. 삼성도로공원,201908,1117,,,,
강남구,2318. 삼성중앙역4번출구(문화센터더 리빌),201908,703,,,,
강남구,2319. 포스코4거리 서측(수협 삼성동 지점),201908,707,,,,
강남구,2320. 도곡역 대치지구대 방향,201908,1169,,,,
강남구,2321. 학여울역 사거리,201908,982,,,,
강남구,2322. 삼성역 3번 출구,201908,794,,,,
강남구,2323. 주식회사 오뚜기 정문 앞,201908,311,,,,
강남구,2324. 천주교 대치 2동 교회 옆,201908,1176,,,,
강남구,2325. 대치동 버거킹대치점,201908,1254,,,,
강남구,2326. 대치동 삼성로,201908,275,,,,
강남구,2327. 뱅뱅사거리 랜드마크타워 앞,201908,1342,,,,
강남구,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,201908,592,,,,
강남구,2329. 르네상스호텔사거리 역삼지하보도 2번출구,201908,274,,,,
강남구,2330. 스타벅스 앞,201908,782,,,,
강남구,2331. 동영문화센터앞,201908,633,,,,
강남구,2332. 선릉역3번출구,201908,1406,,,,
강남구,2333. 양재역 3번출구 주변,201908,814,,,,
강남구,2334. 8.삼호@ 2동 ( 간선도로),201908,259,,,,
강남구,2335. 3호선 매봉역 3번출구앞,201908,1294,,,,
강남구,2336. 강남세브란스교차로 래미안그레이튼 104동 앞,201908,426,,,,
강남구,2337. 대모산입구역 2번출구 앞,201908,407,,,,
강남구,2339. 현대아파트 정문 앞,201908,517,,,,
강남구,2340. 삼호물산버스정류장(23370) 옆,201908,2071,,,,
강남구,2341. 일원역 4~5번 출구 사이,201908,241,,,,
강남구,2342. 대청역 1번출구 뒤,201908,1929,,,,
강남구,2343. 세곡사거리 대왕파출소 앞,201908,154,,,,
강남구,2344. 리엔파크 2단지 앞,201908,810,,,,
강남구,2347. 두산건설 본사,201908,257,,,,
강남구,2348. 포스코사거리(기업은행),201908,1936,,,,
강남구,2349. 역삼빌딩 앞(하나은행 옆),201908,393,,,,
강남구,2350. 래미안그레이튼102동앞,201908,346,,,,
강남구,2351. 청소년수련관(수영장)앞,201908,252,,,,
강남구,2352. 서울본부세관(건설회관 앞),201908,147,,,,
강남구,2353. 강남구청역 2번출구 뒤,201908,682,,,,
강남구,2354. 청담역 2번출구,201908,322,,,,
강남구,2355. 삼성역 5~6번 출구 사이,201908,1664,,,,
강남구,2356. 강남구청,201908,546,,,,
강남구,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),201908,405,,,,
강남구,2358. 구룡초사거리 (현대아파트10동 앞 ),201908,348,,,,
강남구,"2359. 국립국악중,고교 정문 맞은편",201908,996,,,,
강남구,2360. 도곡1동 주민센터 교차로,201908,769,,,,
강남구,2361. 압구정역 교차로,201908,909,,,,
강남구,2362. 신사동 가로수길 입구,201908,981,,,,
강남구,2363. 강남 을지병원 교차로,201908,469,,,,
강남구,2364. 도산대로 렉서스 앞,201908,611,,,,
강남구,2365. K+ 타워 앞,201908,1245,,,,
강남구,2368. 도곡동 경남아파트 건너편,201908,367,,,,
강남구,2369. KT선릉타워,201908,889,,,,
강남구,2370. 한티역 3번출구,201908,981,,,,
강남구,2371. 한국우편사업진흥원,201908,188,,,,
강남구,2372. 대치역 사거리,201908,1550,,,,
강남구,2373. 개포동역 사거리,201908,1074,,,,
강남구,2375. 수서역 1번출구 앞,201908,680,,,,
강남구,2376. 수서역 6번출구 앞,201908,281,,,,
강남구,2377. 수서역 5번출구 뒤,201908,2246,,,,
강남구,2380. 삼성동베이직하우스앞,201908,611,,,,
강남구,2381. 언주역 6번출구앞,201908,607,,,,
강남구,2382. 역삼동 sk뷰 501동앞,201908,384,,,,
강남구,2383. 보금자리정원,201908,225,,,,
강남구,2384. 자곡사거리,201908,1798,,,,
강남구,2385. 학동역,201908,1055,,,,
강남구,2387. 래미안강남힐즈 사거리,201908,1224,,,,
강남구,2388. 강남구 도시관리공단,201908,251,,,,
강남구,2389. 경기여자고등학교 후문 (삼성로3길 입구),201908,264,,,,
강남구,2390. 구룡마을 입구 (래미안블레스티지 아파트),201908,488,,,,
강남구,2391. 구룡터널 입구(개포1단지아파트),201908,16,,,,
강남구,2392. 구룡산 입구 (구룡산 서울둘레길 입구),201908,85,,,,
강남구,2393. 구룡사 앞 교차로 (보도육교),201908,63,,,,
강남구,2395. 개포1단지아파트 입구 (보도육교),201908,49,,,,
강남구,2396. 영동3교 북단(우성캐릭터 앞 보도),201908,791,,,,
강남구,2398. 더라움,201908,466,,,,
강남구,2401. 밀알학교 입구 (삼성서울병원 입구),201908,193,,,,
강남구,2403. 공무원연금매점 교차로 (개포주공9단지 입구),201908,137,,,,
강남구,2404. 대모산입구역 4번 출구 앞,201908,704,,,,
강남구,2405. 청담공원앞 교차로,201908,387,,,,
강남구,2406. 논현동 광명빌딩 앞,201908,281,,,,
강남구,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),201908,1545,,,,
강남구,2408. 강남한양수자인아파트,201908,759,,,,
강남구,2409. 역삼동 디오슈페리움 (우성아파트 사거리),201908,979,,,,
강남구,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),201908,859,,,,
강남구,2411. 세곡동 성당,201908,824,,,,
강남구,2412. 일원1동 주민센터,201908,1557,,,,
강동구,1001. 광진교 남단 사거리(디지털프라자앞),201908,2423,,,,
강동구,1002. 해공공원(천호동),201908,2211,,,,
강동구,1003. 해공도서관앞,201908,1184,,,,
강동구,1004. 삼성광나루아파트 버스정류장,201908,2073,,,,
강동구,1006. 롯데캐슬 115동앞,201908,645,,,,
강동구,1007.암사동 선사유적지,201908,102,,,,
강동구,1008. 암사역 3번출구(국민은행앞),201908,3921,,,,
강동구,1009. 천호역4번출구(현대백화점),201908,4161,,,,
강동구,1010. 강동세무서,201908,2898,,,,
강동구,1011. LIGA 아파트 앞,201908,3533,,,,
강동구,1012. 서울 상운차량,201908,1042,,,,
강동구,1013. 강동구청역 1번 출입구,201908,1534,,,,
강동구,1014. 강동구평생학습관앞,201908,1132,,,,
강동구,1015. 샛마을 근린공원,201908,1075,,,,
강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,201908,596,,,,
강동구,1017. 맥도날드(길동),201908,1993,,,,
강동구,1018. 둔촌 주공 GS 맞은편,201908,1093,,,,
강동구,1019. 다성이즈빌아파트(호원대 대각선 맞은편),201908,3905,,,,
강동구,1020. 강동경찰서,201908,3378,,,,
강동구,1021. 강일동 리슈빌 빌딩앞,201908,1460,,,,
강동구,1022. 길동 사거리(초소앞),201908,1866,,,,
강동구,1023. 한국종합기술사옥 앞,201908,1352,,,,
강동구,1024. 강동구청 앞,201908,2289,,,,
강동구,1025. 상일초등학교,201908,465,,,,
강동구,1026. 대명초교 입구 교차로,201908,564,,,,
강동구,1027. 프라자 아파트 앞,201908,1092,,,,
강동구,1028. 포레스 주상복합 빌딩,201908,1320,,,,
강동구,1029. 롯데 시네마,201908,2609,,,,
강동구,1030. 미호 플랜트 앞,201908,1468,,,,
강동구,1031. 암사동 CBIS,201908,576,,,,
강동구,1032. 선사고등학교,201908,516,,,,
강동구,1033. 고덕동 아남아파트,201908,764,,,,
강동구,1034. 고덕동 래미안 힐스테이트,201908,371,,,,
강동구,1035. 고덕역 4번출구,201908,1382,,,,
강동구,1036. 고덕동 주양쇼핑,201908,906,,,,
강동구,1037. 강일리버파크 6단지,201908,216,,,,
강동구,1038. 강일 다솜 어린이 공원,201908,179,,,,
