구분,대여소명,반납일자,반납건수,,,,
은평구,963. 대호프라자아파트,201901,114,,,,
은평구,964. 북한산힐스테이트 7차아파트,201901,95,,,,
은평구,965. 서울특별시 은평병원,201901,59,,,,
은평구,966. 서울혁신파크1,201901,119,,,,
은평구,967. 서울혁신파크2,201901,68,,,,
은평구,968. 은평뉴타운 상림마을 13단지,201901,16,,,,
은평구,969. 은평 지웰테라스,201901,3,,,,
은평구,971. 역촌 센트레빌 아파트,201901,64,,,,
종로구,301. 경복궁역 7번출구 앞,201901,364,,,,
종로구,302. 경복궁역 4번출구 뒤,201901,759,,,,
종로구,303. 광화문역 1번출구 앞,201901,680,,,,
종로구,304. 광화문역 2번출구 앞,201901,390,,,,
종로구,305. 종로구청 옆,201901,746,,,,
종로구,306. 광화문역 7번출구 앞,201901,436,,,,
종로구,307. 서울역사박물관 앞,201901,506,,,,
종로구,308. 광화문 S타워 앞,201901,731,,,,
종로구,309. 광화문역 6번출구 옆,201901,384,,,,
종로구,314. 국립현대미술관,201901,602,,,,
종로구,315. 신한은행 안국역지점 옆,201901,475,,,,
종로구,316. 종각역 1번출구 앞,201901,902,,,,
종로구,326. 안국역 5번출구 앞,201901,455,,,,
종로구,327. 낙원상가 옆,201901,733,,,,
종로구,328. 탑골공원 앞,201901,526,,,,
종로구,329. 청계2가 사거리 옆,201901,604,,,,
종로구,334. 종로3가역 2번출구 뒤,201901,869,,,,
종로구,335. 종로3가역 15번출구 앞,201901,625,,,,
종로구,337. 창경궁 입구,201901,145,,,,
종로구,338. 세운스퀘어 앞,201901,817,,,,
종로구,339. 종로4가 사거리,201901,676,,,,
종로구,340. 혜화동 로터리,201901,532,,,,
종로구,341. 혜화역 3번출구 뒤,201901,489,,,,
종로구,342. 대학로 마로니에공원,201901,761,,,,
종로구,343. 예일빌딩(율곡로) 앞,201901,452,,,,
종로구,344. 성균관대 E하우스 앞,201901,394,,,,
종로구,345. 서울보증보험본사 앞,201901,562,,,,
종로구,348. 독립문역 사거리,201901,272,,,,
종로구,349. 사직동주민센터,201901,292,,,,
종로구,351. 청운초교 앞 삼거리,201901,293,,,,
종로구,352. 중앙고입구 삼거리,201901,111,,,,
종로구,353. 재동초교 앞 삼거리,201901,236,,,,
종로구,354. 포르투갈 대사관 앞,201901,277,,,,
종로구,355. 서울사대부속초교 앞,201901,692,,,,
종로구,356. KT혜화지사 앞,201901,631,,,,
종로구,358. 성대입구 사거리,201901,1109,,,,
종로구,359. 원남동사거리,201901,481,,,,
종로구,361. 동묘앞역 1번출구 뒤,201901,987,,,,
종로구,362. 청계8가 사거리,201901,597,,,,
종로구,363. 신설동역 11번출구 뒤,201901,677,,,,
종로구,364. 창신역 1번출구 앞,201901,362,,,,
종로구,367. 독립문역 3-1번출구,201901,176,,,,
종로구,368. SK 서린빌딩 앞,201901,425,,,,
종로구,369. 광화문 시민열린마당,201901,566,,,,
종로구,385. 종각역 5번출구,201901,689,,,,
종로구,386. 올림픽기념 국민생활관 앞,201901,307,,,,
종로구,388. 동성중학교 앞,201901,300,,,,
종로구,393. 동대문역 8번 출구,201901,536,,,,
종로구,394. 경희궁 자이 3단지,201901,200,,,,
종로구,395. 경희궁 자이 2단지,201901,261,,,,
종로구,397. 종묘공영주차장 건너편,201901,351,,,,
종로구,446. 상명대입구,201901,140,,,,
종로구,447. 신영동삼거리,201901,28,,,,
종로구,449. 일성아파트,201901,15,,,,
종로구,450. 효자동 삼거리,201901,216,,,,
종로구,451. 청와대앞길,201901,169,,,,
종로구,452. 동대문 종합시장 버스정류장,201901,220,,,,
종로구,453. 종로오가 지하쇼핑센터 14번출구,201901,399,,,,
종로구,454. 종로2가 버스정류장 (종각방향),201901,369,,,,
종로구,455. 삼익한의원,201901,187,,,,
종로구,456. 숭인2동 주민센터 입구 (이강3대냉면),201901,293,,,,
종로구,457. 종로꽃시장 입구 옆,201901,303,,,,
종로구,458. 광화문역 5번출구,201901,431,,,,
종로구,461. 서울지방경찰청,201901,293,,,,
중구,300. 정동사거리,201901,427,,,,
중구,310. 청계광장 옆,201901,298,,,,
중구,311. 서울광장 옆,201901,806,,,,
중구,312. 시청역 1번출구 뒤,201901,797,,,,
중구,313. 서울역 광장 파출소 옆,201901,230,,,,
중구,318. 광교사거리 남측,201901,240,,,,
중구,320. 을지로입구역 4번출구 앞,201901,571,,,,
중구,321. KEB 하나금융그룹 명동사옥 옆,201901,391,,,,
중구,322. 명동성당 앞,201901,224,,,,
중구,324. 신세계백화점 본점 앞,201901,450,,,,
중구,330. 청계천 한빛광장,201901,287,,,,
중구,331. 을지로2가 사거리 북측,201901,468,,,,
중구,332. 을지로2가 사거리 남측,201901,279,,,,
중구,336. 티마크 호텔 앞,201901,312,,,,
중구,346. 맥스타일 앞,201901,730,,,,
중구,347. 동대문역사문화공원역 9번출구 앞,201901,543,,,,
중구,370. 시청역(2호선) 9번출구 뒤,201901,409,,,,
중구,371. 동대입구역 6번출구 뒤,201901,201,,,,
중구,372. 약수역 3번출구 뒤,201901,226,,,,
중구,373. 청구 어린이공원,201901,36,,,,
중구,374. 청구역 2번출구 앞,201901,316,,,,
중구,375. 다산 어린이공원,201901,401,,,,
중구,377. 서울역 5번출구 앞,201901,223,,,,
중구,378. 청계7가 사거리,201901,652,,,,
중구,379. 서울역9번출구,201901,188,,,,
중구,380. CJ제일제당 앞,201901,326,,,,
중구,381. 장충체육관,201901,42,,,,
중구,382. 약수역 10번출구 앞,201901,262,,,,
중구,383. 신당역 12번 출구 뒤,201901,781,,,,
중구,384. 종로학원본원,201901,215,,,,
중구,387. 훈련원공원주차장 앞,201901,245,,,,
중구,389. 을지로4가역 1번출구,201901,383,,,,
중구,390. 충무로역 1번출구,201901,500,,,,
중구,391. 정동길입구,201901,231,,,,
중구,398. 을지로3가역 3번출구,201901,377,,,,
중구,399. 서울역 센트럴 자이아파트,201901,89,,,,
중구,428. 명보사거리,201901,183,,,,
중구,429. 송도병원,201901,48,,,,
중구,430. KEB하나은행 장충동지점,201901,169,,,,
중구,431. 청계천 영도교,201901,829,,,,
중구,433. 을지로입구역 2번출구,201901,389,,,,
중구,434. 신당 레미안 버스정류장,201901,13,,,,
중구,435. SK 남산빌딩,201901,95,,,,
중구,826. 서울역 서부교차로2,201901,430,,,,
중랑구,1401. 극동늘푸른아파트,201901,464,,,,
중랑구,1402. 금란주차장 앞,201901,183,,,,
중랑구,1403. 중화빌딩 앞 (동부시장),201901,539,,,,
중랑구,1404. 동일로 지하차도,201901,333,,,,
중랑구,1405. 망우역 1번출구,201901,366,,,,
중랑구,1406. 망우청소년수련관,201901,20,,,,
중랑구,1407. 먹골역 1번출구 뒤,201901,289,,,,
중랑구,1408. 먹골역 6번출구 앞,201901,402,,,,
중랑구,1410. 면목 대원칸타빌아파트,201901,26,,,,
중랑구,1411. 상봉시장앞 교차로 한성빌딩 앞,201901,210,,,,
중랑구,1412. 면목초등학교,201901,159,,,,
중랑구,1413. 봉화산역 5번출구 뒤,201901,237,,,,
중랑구,1414. 사가정역 1번출구,201901,388,,,,
중랑구,1416. 상봉역 3번출구,201901,214,,,,
중랑구,1418. 새솔초등학교,201901,78,,,,
중랑구,1420. 신내어울공원 앞,201901,196,,,,
중랑구,1421. 신내역 4번출구,201901,115,,,,
중랑구,1422. 신내우디안아파트 1단지,201901,20,,,,
중랑구,1424. 양원역 2번출구,201901,16,,,,
중랑구,1425. 용마문화복지센터,201901,77,,,,
중랑구,1426. 면목도시개발아파트 1동 앞,201901,47,,,,
중랑구,1427. 용마산역 1번출구,201901,31,,,,
중랑구,1428. 원묵고등학교,201901,189,,,,
중랑구,1429. 장안중학교,201901,257,,,,
중랑구,1430. 중랑구청,201901,226,,,,
중랑구,1431. 중랑구청 사거리,201901,334,,,,
중랑구,1433. 중화역 2번출구,201901,554,,,,
중랑구,1434. 홈플러스 면목동점,201901,146,,,,
중랑구,1435. 능산삼거리,201901,39,,,,
중랑구,1436. 영풍마드레빌,201901,133,,,,
중랑구,1437. 늘푸른공원 앞,201901,109,,,,
중랑구,1438. 홈플러스 신내점 앞,201901,505,,,,
중랑구,1440. 하나은행 면목지점,201901,215,,,,
중랑구,1441. 신내능말공원,201901,128,,,,
중랑구,1442. (구)신한은행 중랑교지점,201901,315,,,,
중랑구,1443. 구립망우청소년독서실,201901,152,,,,
중랑구,1444. 면목4치안센터,201901,347,,,,
중랑구,1445. 용마지구대,201901,56,,,,
중랑구,1446. 중랑전화국 교차로,201901,423,,,,
중랑구,1447. 면목역 3번출구,201901,405,,,,
중랑구,1448. 코스트코 상봉점,201901,548,,,,
중랑구,1449. 상봉역 1번출구,201901,426,,,,
중랑구,1450. 화랑대역 7번출구,201901,156,,,,
중랑구,1451. 중랑세무서,201901,357,,,,
중랑구,1452. 겸재교 진입부,201901,356,,,,
중랑구,1453. 중랑캠핑숲,201901,41,,,,
중랑구,1454. 한국전력공사(동대문 중랑지사),201901,290,,,,
중랑구,1455. 상봉역 2번 출구,201901,255,,,,
중랑구,1456. 상아빌딩(우림시장 교차로),201901,180,,,,
중랑구,1457. 동원사거리,201901,108,,,,
중랑구,1458. 상봉터미널2,201901,289,,,,
중랑구,1459. 용마한신아파트사거리,201901,64,,,,
,,,,,,,
강남구,2301. 현대고등학교 건너편,201902,537,,,,
강남구,2302. 교보타워 버스정류장(신논현역 3번출구 후면),201902,528,,,,
강남구,2303. 논현역 7번출구,201902,273,,,,
강남구,2304. 신영 ROYAL PALACE 앞,201902,41,,,,
강남구,2305. MCM 본사 직영점 앞,201902,182,,,,
강남구,2306. 압구정역 2번 출구 옆,201902,386,,,,
강남구,2307. 압구정 한양 3차 아파트,201902,346,,,,
강남구,2308. 압구정파출소 앞,201902,271,,,,
강남구,2309. 청담역(우리들병원 앞),201902,96,,,,
강남구,2310. 청담동 맥도날드 옆(위치),201902,261,,,,
강남구,2311. 학동로 래미안 아파트 앞,201902,43,,,,
강남구,2312. 청담역 13번 출구 앞,201902,97,,,,
강남구,2313. 금원빌딩 앞,201902,243,,,,
강남구,2314. 청담나들목입구,201902,161,,,,
강남구,2315. 봉은사역 5번출구 옆,201902,423,,,,
강남구,2316. 삼성역 8번출구,201902,352,,,,
강남구,2317. 삼성도로공원,201902,129,,,,
강남구,2318. 삼성중앙역4번출구(문화센터더 리빌),201902,174,,,,
강남구,2319. 포스코4거리 서측(수협 삼성동 지점),201902,194,,,,
강남구,2320. 도곡역 대치지구대 방향,201902,265,,,,
강남구,2321. 학여울역 사거리,201902,227,,,,
강남구,2322. 삼성역 3번 출구,201902,218,,,,
강남구,2323. 주식회사 오뚜기 정문 앞,201902,78,,,,
강남구,2324. 천주교 대치 2동 교회 옆,201902,269,,,,
강남구,2325. 대치동 버거킹대치점,201902,279,,,,
강남구,2326. 대치동 삼성로,201902,119,,,,
강남구,2327. 뱅뱅사거리 랜드마크타워 앞,201902,529,,,,
강남구,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,201902,141,,,,
강남구,2329. 르네상스호텔사거리 역삼지하보도 2번출구,201902,145,,,,
강남구,2330. 스타벅스 앞,201902,266,,,,
강남구,2331. 동영문화센터앞,201902,178,,,,
강남구,2332. 선릉역3번출구,201902,369,,,,
강남구,2333. 양재역 3번출구 주변,201902,215,,,,
강남구,2334. 8.삼호@ 2동 ( 간선도로),201902,75,,,,
강남구,2335. 3호선 매봉역 3번출구앞,201902,324,,,,
강남구,2336. 강남세브란스교차로 래미안그레이튼 104동 앞,201902,90,,,,
강남구,2337. 대모산입구역 2번출구 앞,201902,74,,,,
강남구,2339. 현대아파트 정문 앞,201902,139,,,,
강남구,2340. 삼호물산버스정류장(23370) 옆,201902,337,,,,
강남구,2341. 일원역 4~5번 출구 사이,201902,133,,,,
강남구,2342. 대청역 1번출구 뒤,201902,389,,,,
강남구,2343. 세곡사거리 대왕파출소 앞,201902,39,,,,
강남구,2344. 리엔파크 2단지 앞,201902,177,,,,
강남구,2347. 두산건설 본사,201902,50,,,,
강남구,2348. 포스코사거리(기업은행),201902,472,,,,
강남구,2349. 역삼빌딩 앞(하나은행 옆),201902,169,,,,
강남구,2350. 래미안그레이튼102동앞,201902,101,,,,
강남구,2352. 서울본부세관(건설회관 앞),201902,50,,,,
강남구,2353. 강남구청역 2번출구 뒤,201902,138,,,,
강남구,2354. 청담역 2번출구,201902,82,,,,
강남구,2355. 삼성역 5~6번 출구 사이,201902,512,,,,
강남구,2356. 강남구청,201902,118,,,,
강남구,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),201902,88,,,,
강남구,2358. 구룡초사거리 (현대아파트10동 앞 ),201902,69,,,,
강남구,"2359. 국립국악중,고교 정문 맞은편",201902,143,,,,
강남구,2360. 도곡1동 주민센터 교차로,201902,196,,,,
강남구,2361. 압구정역 교차로,201902,207,,,,
강남구,2362. 신사동 가로수길 입구,201902,242,,,,
강남구,2363. 강남 을지병원 교차로,201902,80,,,,
강남구,2364. 도산대로 렉서스 앞,201902,214,,,,
강남구,2365. K+ 타워 앞,201902,290,,,,
강남구,2368. 도곡동 경남아파트 건너편,201902,94,,,,
강남구,2369. KT선릉타워,201902,228,,,,
강남구,2370. 한티역 3번출구,201902,200,,,,
강남구,2371. 한국우편사업진흥원,201902,45,,,,
강남구,2372. 대치역 사거리,201902,304,,,,
강남구,2373. 개포동역 사거리,201902,168,,,,
강남구,2375. 수서역 1번출구 앞,201902,145,,,,
강남구,2376. 수서역 6번출구 앞,201902,86,,,,
강남구,2377. 수서역 5번출구 뒤,201902,418,,,,
강남구,2380. 삼성동베이직하우스앞,201902,186,,,,
강남구,2381. 언주역 6번출구앞,201902,167,,,,
강남구,2382. 역삼동 sk뷰 501동앞,201902,143,,,,
강남구,2383. 보금자리정원,201902,42,,,,
강남구,2384. 자곡사거리,201902,365,,,,
강남구,2385. 학동역,201902,255,,,,
강남구,2387. 래미안강남힐즈 사거리,201902,208,,,,
강남구,2388. 강남구 도시관리공단,201902,30,,,,
강남구,2389. 경기여자고등학교 후문 (삼성로3길 입구),201902,36,,,,
강남구,2390. 구룡마을 입구 (래미안블레스티지 아파트),201902,8,,,,
강남구,2391. 구룡마을 입구(개포1단지아파트),201902,33,,,,
강남구,2392. 구룡산 입구 (구룡산 서울둘레길 입구),201902,15,,,,
강남구,2394. 래미안강남포레스트 입구 (보도육교),201902,6,,,,
강남구,2395. 개포1단지아파트 입구 (보도육교),201902,7,,,,
강남구,2396. 영동3교 북단(우성캐릭터 앞 보도),201902,101,,,,
강남구,2398. 더라움,201902,98,,,,
강남구,2401. 밀알학교 입구 (삼성서울병원 입구),201902,62,,,,
강남구,2403. 공무원연금매점 교차로 (개포주공9단지 입구),201902,8,,,,
강남구,2404. 대모산입구역 4번 출구 앞,201902,160,,,,
강남구,2405. 청담공원앞 교차로,201902,105,,,,
강남구,2406. 논현동 광명빌딩 앞,201902,66,,,,
강남구,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),201902,444,,,,
강남구,2408. 강남한양수자인아파트,201902,210,,,,
강남구,2409. 역삼동 디오슈페리움 (우성아파트 사거리),201902,211,,,,
강남구,2411. 세곡동 성당,201902,17,,,,
강남구,2412. 일원1동 주민센터,201902,250,,,,
강동구,1001. 광진교 남단 사거리(디지털프라자앞),201902,409,,,,
강동구,1002. 해공공원(천호동),201902,287,,,,
강동구,1003. 해공도서관앞,201902,262,,,,
강동구,1004. 삼성광나루아파트 버스정류장,201902,381,,,,
강동구,1006. 롯데캐슬 115동앞,201902,135,,,,
강동구,1007.암사동 선사유적지,201902,43,,,,
강동구,1008. 암사역 3번출구(국민은행앞),201902,658,,,,
강동구,1009. 천호역4번출구(현대백화점),201902,752,,,,
강동구,1010. 강동세무서,201902,541,,,,
강동구,1011. LIGA 아파트 앞,201902,541,,,,
강동구,1012. 서울 상운차량,201902,218,,,,
강동구,1013. 강동구청역 1번 출입구,201902,350,,,,
강동구,1014. 강동구평생학습관앞,201902,174,,,,
강동구,1015. 샛마을 근린공원,201902,246,,,,
강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,201902,254,,,,
강동구,1017. 맥도날드(길동),201902,340,,,,
강동구,1018. 둔촌 주공 GS 맞은편,201902,207,,,,
강동구,1019. 다성이즈빌아파트(호원대 대각선 맞은편),201902,752,,,,
강동구,1020. 강동경찰서,201902,792,,,,
강동구,1021. 강일동 리슈빌 빌딩앞,201902,261,,,,
강동구,1022. 길동 사거리(초소앞),201902,223,,,,
강동구,1023. 한국종합기술사옥 앞,201902,276,,,,
강동구,1024. 강동구청 앞,201902,365,,,,
강동구,1025. 상일초등학교,201902,97,,,,
강동구,1026. 대명초교 입구 교차로,201902,129,,,,
강동구,1027. 프라자 아파트 앞,201902,163,,,,
강동구,1028. 포레스 주상복합 빌딩,201902,314,,,,
강동구,1029. 롯데 시네마,201902,560,,,,
강동구,1030. 미호 플랜트 앞,201902,265,,,,
강동구,1032. 선사고등학교,201902,89,,,,
강동구,1033. 고덕동 아남아파트,201902,201,,,,
강동구,1034. 고덕동 래미안 힐스테이트,201902,77,,,,
강동구,1035. 고덕역 4번출구,201902,364,,,,
강동구,1036. 고덕동 주양쇼핑,201902,184,,,,
강동구,1037. 강일 6단지,201902,34,,,,
강동구,1038. 강일 다솜 어린이 공원,201902,42,,,,
강동구,1039. 고덕초등학교,201902,63,,,,
강동구,1041. 묘곡초등학교,201902,168,,,,
강동구,1042. 강일 2.5단지 사이,201902,113,,,,
강동구,1044. 굽은다리역,201902,607,,,,
강동구,1047. 건강보험 강동지사kt,201902,309,,,,
강동구,1048. 동부기업(둔촌동),201902,329,,,,
강동구,1049. 강일동 10단지 아파트,201902,79,,,,
강동구,1050. 둔촌역 3번 출입구,201902,726,,,,
강동구,1051. 양지시장 (용성약국앞) 입구,201902,287,,,,
강동구,1052. 리싸이클시티,201902,28,,,,
강동구,1053. 동명근린공원 진입로 (아리수로),201902,90,,,,
강동구,1054. 말우물 어린이 공원,201902,43,,,,
강동구,1056. 강일리엔파크 7~11단지,201902,63,,,,
강동구,1057. 능골근린공원,201902,92,,,,
강동구,1058. 고덕숲 아이파크 1,201902,59,,,,
강동구,1059. 레미안 강동팰리스(102동),201902,197,,,,
강동구,1060. 천일초교 사거리,201902,112,,,,
강동구,1061. 천호초교 입구 사거리(일주빌딩),201902,213,,,,
강동구,1062. 고덕숲 아이파크 2,201902,80,,,,
강동구,3539. 서원마을,201902,31,,,,
강북구,"1501. 미아역 3번,4번 출구 사이",201902,315,,,,
강북구,1503. 이디야 커피 수유역점 앞,201902,818,,,,
강북구,1504. 다이소 삼양시장점,201902,97,,,,
강북구,1506. 강북문화예술회관,201902,254,,,,
강북구,1509. 서울북부수도사업소,201902,217,,,,
강북구,1510. 번동주공5단지 관리사무소 앞,201902,100,,,,
강북구,1511. 번동 금호어울림아파트102동앞,201902,63,,,,
강북구,1512. 강북중학교 앞,201902,313,,,,
강북구,1513. 강북구청 뒷편,201902,111,,,,
강북구,1514. 강북구청 사거리 버스정류소 앞,201902,374,,,,
강북구,1515. 송천동 주민센터,201902,135,,,,
강북구,1516. 우이초등학교 후문 옆,201902,91,,,,
강북구,1518. SK telecom(수유직영점) 앞,201902,138,,,,
강북구,1519. 세븐일레븐 수유장미원점 앞,201902,119,,,,
강북구,1520. 성실교회,201902,259,,,,
강북구,1522. 월드전기조명인테리어(우이동),201902,72,,,,
강북구,1525. 미아동 복합청사,201902,94,,,,
강북구,1526. 수유동 채선당앞,201902,146,,,,
강북구,1527. 미아역 1번 출구 뒤,201902,147,,,,
강북구,1528. 삼각산동 주민센터,201902,70,,,,
강북구,1529. 미아동 한국전력공사,201902,289,,,,
강북구,1530. 광산사거리,201902,260,,,,
강북구,1531. 미아사거리 1번 출구,201902,514,,,,
강북구,1532. 번3동 주민센터 교차로,201902,130,,,,
강북구,"1533. 번동 주공3, 4단지 교차로",201902,376,,,,
강북구,1534. 북서울 꿈의 숲 동문,201902,160,,,,
강북구,1535. 효성인텔리안 앞,201902,534,,,,
강북구,1536. 번동 두산위브 101동 옆,201902,121,,,,
강북구,1537. 북한산 우이역,201902,96,,,,
강북구,1538. 솔밭공원역,201902,163,,,,
강북구,1539. 4.19민주묘지역,201902,212,,,,
강북구,1540. 가오리역,201902,187,,,,
강북구,1541. 삼양역,201902,66,,,,
강북구,1542. 삼양사거리역,201902,97,,,,
강북구,1543. 수유1동 주민센터,201902,140,,,,
강북구,1545. 솔샘역 2번 출구,201902,85,,,,
강북구,1546. 송천동우체국,201902,121,,,,
강북구,1547. 꿈의숲 롯데캐슬,201902,43,,,,
강북구,1548. 북서울 꿈의숲 서문,201902,115,,,,
강서구,1101. 개화동상사마을종점 버스정류장,201902,27,,,,
강서구,1102. 방화사거리 마을버스 버스정류장,201902,283,,,,
강서구,1103. 방화역 4번출구앞,201902,257,,,,
강서구,1105. 방화근린공원,201902,33,,,,
강서구,1106. 신방화사거리,201902,304,,,,
강서구,1108. 공항시장역 1번출구,201902,106,,,,
강서구,1109. 공항시장역 4번출구,201902,82,,,,
강서구,1110. 공항중학교앞,201902,99,,,,
강서구,1111. 마곡엠밸리6_7단지 마곡중학교,201902,174,,,,
강서구,1112. 마곡엠밸리4단지 정문,201902,713,,,,
강서구,1113. 서남환경공원 버스정류장,201902,302,,,,
강서구,1114. 서남물재생센터 버스정류장,201902,44,,,,
강서구,1115. 등촌역 1번출구옆,201902,172,,,,
강서구,1117. 스타벅스앞,201902,432,,,,
강서구,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),201902,544,,,,
강서구,1119. 염창동 한마음아파트앞(염창동 빛나는 음악학원앞),201902,314,,,,
강서구,1120. 대림경동아파트앞,201902,289,,,,
강서구,1121. 가양레포츠센터앞,201902,208,,,,
강서구,1122. 황금내근린공원,201902,279,,,,
강서구,1124. 발산역 6번출구옆(다이소앞),201902,512,,,,
강서구,1125. 명덕고교입구(영종빌딩),201902,261,,,,
강서구,1126. 우장산역 1번출구옆(우장산아이파크105동앞),201902,207,,,,
강서구,1127. 화곡역(에이스정형외과앞) 버스정류장,201902,308,,,,
강서구,1128. 화곡역 6번출구,201902,196,,,,
강서구,1129. 화곡역 1번 출구 앞,201902,218,,,,
강서구,1130. 화곡본동시장 버스정류장,201902,116,,,,
강서구,1131. 꿈돌이공원 앞,201902,346,,,,
강서구,1132. 등촌역 7번출구,201902,336,,,,
강서구,1135. 강서구의회,201902,207,,,,
강서구,1136. 등촌2파출소,201902,58,,,,
강서구,1137. 등촌2동주민센터,201902,58,,,,
강서구,1139. 용문사 버스정류장,201902,195,,,,
강서구,1140. 목동사거리 버스정류장,201902,343,,,,
강서구,1141. 곰달래 문화복지센터 1-1,201902,332,,,,
강서구,1145. 곰달래 문화복지센터 1-2,201902,209,,,,
강서구,1146. 곰달래사거리,201902,233,,,,
강서구,1148. 볏골공원,201902,158,,,,
강서구,1149. 신방화역환승주차장,201902,578,,,,
강서구,1150. 송정역 1번출구,201902,419,,,,
강서구,1151. 마곡역1번출구,201902,278,,,,
강서구,1152. 마곡역교차로,201902,406,,,,
강서구,"1153. 발산역 1번, 9번 인근 대여소",201902,874,,,,
강서구,1155. 기쁜우리복지관,201902,325,,,,
강서구,1157. 강서구청,201902,353,,,,
강서구,1158. 가양역 8번출구,201902,772,,,,
강서구,1159. 서서울모터리움앞,201902,259,,,,
강서구,1160. 양천향교역 7번출구앞,201902,725,,,,
강서구,1161. 강서면허시험장앞,201902,89,,,,
강서구,1162. 공항초등학교건너편,201902,297,,,,
강서구,1163. 방화동강서기동대앞,201902,206,,,,
강서구,1165. 마곡중학교 후문,201902,98,,,,
강서구,1166. 강서구립등빛도서관,201902,560,,,,
강서구,1167. 마곡수명산파크3단지 교차로,201902,541,,,,
강서구,1168. 마곡엠밸리10단지 앞,201902,264,,,,
강서구,1169. 염창역 1번 출구,201902,194,,,,
강서구,1170. 강서구보건소 (삼성디지털 프라자),201902,75,,,,
강서구,1171. 염창동 새마을금고 건너편 (모닝글로리),201902,249,,,,
강서구,1172. 가양3동 주민센터,201902,213,,,,
강서구,1173. 강서구청사거리(SH타워),201902,345,,,,
강서구,1174. 강서구청사거리(부민병원),201902,167,,,,
강서구,1175. 대한항공 인력개발센터,201902,178,,,,
강서구,1177. 수명중?고교,201902,190,,,,
강서구,1178. 개화산역 2번 출구,201902,113,,,,
강서구,1180. 마곡엠밸리 15단지(1502동) 건너편,201902,133,,,,
강서구,1181. 농수산식품공사 (강서지사),201902,50,,,,
강서구,1182. KBS 스포츠월드,201902,238,,,,
강서구,1183. KC 대학교,201902,76,,,,
강서구,1184. 마곡13단지,201902,285,,,,
강서구,1185. 등촌9단지,201902,232,,,,
강서구,1186. 송정중학교,201902,114,,,,
강서구,1187. 강서수산물도매시장,201902,84,,,,
강서구,1188. 롯데중앙연구소,201902,46,,,,
강서구,1190. 마곡역 교차로(2번출구),201902,62,,,,
강서구,1191. 마곡역 교차로(NH농협),201902,249,,,,
강서구,1192. 마곡수명산파크 209동 건너편,201902,236,,,,
강서구,1193. 마곡센트럴타워 1차,201902,253,,,,
강서구,1194. 센서텍㈜,201902,136,,,,
강서구,1195. 코오롱One&Only타워,201902,253,,,,
강서구,1196. 서울식물원(문화센터) 건너편,201902,60,,,,
강서구,1197. 엘펠리체 호텔 건너편,201902,495,,,,
강서구,1198. LG 사이언스파크,201902,140,,,,
강서구,1199. 우장산역 3번출구,201902,193,,,,
강서구,1200. 개화광역환승센터,201902,17,,,,
강서구,2701. 마곡나루역 5번출구 뒤편,201902,893,,,,
강서구,2702. 마곡 엠밸리2단지,201902,104,,,,
관악구,2102. 봉림교 교통섬,201902,1380,,,,
관악구,2103. 신림동 우방아파트,201902,346,,,,
관악구,2104. 사당역 5번출구,201902,339,,,,
관악구,2105. 미성동 신림체육센터,201902,236,,,,
관악구,2106. 난곡 새마을금고,201902,500,,,,
관악구,2107. 도림천 신화교,201902,846,,,,
관악구,2108. 은천치안센터,201902,313,,,,
관악구,2109. 은천로입구 가로공원,201902,433,,,,
관악구,2110. 조원동 미성아파트,201902,240,,,,
관악구,2111. 서울대입구역 1번출구,201902,275,,,,
관악구,2112. 서울대입구역 마에스트로,201902,248,,,,
관악구,2113. 관악동작견인차량보관소,201902,318,,,,
관악구,2115. 관악농협농산물백화점,201902,278,,,,
관악구,2116. 에이스에이존빌딩,201902,139,,,,
관악구,2119. 중앙동 동진빌딩,201902,315,,,,
관악구,2122. 낙성대로 입구,201902,278,,,,
관악구,2127. 보성운수차고지 맞은편,201902,76,,,,
관악구,2128. 관악구청교차로,201902,144,,,,
관악구,2129. 낙성대 과학전시관,201902,98,,,,
관악구,2130. 영어마을 관악캠프,201902,57,,,,
관악구,2135. 신림역 5번출구,201902,331,,,,
관악구,2136. 신림역 8번출구,201902,540,,,,
관악구,2137. KT&G 관악지점,201902,136,,,,
관악구,2139. 서울신성초등학교,201902,618,,,,
관악구,2140. 신림1교 교차로,201902,553,,,,
관악구,2141. 미림여고입구 교차로,201902,110,,,,
관악구,2143. 서울산업정보학교,201902,191,,,,
관악구,2144. 난우길입구,201902,164,,,,
관악구,2145. 은천초등학교 육교,201902,134,,,,
관악구,2148. 낙성대역 3번출구 뒤,201902,250,,,,
관악구,2153. 서울남부초등학교 옆,201902,245,,,,
관악구,2156. 농협 관악문성지점,201902,227,,,,
관악구,2157. 난곡 사거리,201902,232,,,,
관악구,2159. 인헌초교,201902,129,,,,
관악구,2160. 관악구 보건소,201902,93,,,,
관악구,2164. 관악우체국,201902,179,,,,
관악구,2165. JK장평타워,201902,78,,,,
관악구,2167. 낙성대역 1번출구,201902,120,,,,
관악구,2169. 봉천역 2번출구,201902,318,,,,
관악구,2170. 조원동서울본병원,201902,116,,,,
관악구,2171. 서울대입구역 5번출구,201902,279,,,,
